,index,year,country,artist,song,language,final-rank,points
1382,1382.0,2015, Latvia,Aminata,Love Injected,English,,
1383,1383.0,2015, Azerbaijan,Elnur Huseynov ,Hour of the Wolf,English,,
1384,1384.0,2015, Iceland,Maria Olafs,Unbroken,English,,
1385,1385.0,2015, Sweden,Mans Zelmerlow,Heroes,English,,
1386,1386.0,2015,  Switzerland,Melanie Rene,Time to Shine,English,,
1387,1387.0,2015, Cyprus,John Karayiannis,One Thing I Should Have Done,English,,
1388,1388.0,2015, Slovenia,Maraaya,Here for You,English,,
1389,1389.0,2015, Poland,Monika Kuszynska,In the Name of Love,English,,
1390,1390.0,2015, France,Lisa Angell,Noubliez pas,French,,
1391,1391.0,2015, United Kingdom,Electro Velvet,Still in Love with You,English,,
1392,1392.0,2015, Australia,Guy Sebastian,Tonight Again,English,,
1393,1393.0,2015, Austria,The Makemakes,I Am Yours,English,,
1394,1394.0,2015, Germany,Ann Sophie,Black Smoke,English,,
1395,1395.0,2015, Spain,Edurne,Amanecer,Spanish,,
1396,1396.0,2015, Italy,Il Volo,Grande amore,Italian,,
1397,1397.0,2016, Finland,Sandhja,Sing It Away,English,,
1398,1398.0,2016, Greece,Argo,Utopian Land,GreekEnglish,,
1399,1399.0,2016, Moldova,Lidia Isac,Falling Stars,English,,
1400,1400.0,2016, Hungary,Freddie,Pioneer,English,,
1401,1401.0,2016, Croatia,Nina Kraljic,Lighthouse,English,,
1402,1402.0,2016, Netherlands,Douwe Bob,Slow Down,English,,
1403,1403.0,2016, Armenia,Iveta Mukuchyan,LoveWave,English,,
1404,1404.0,2016, San Marino,Serhat,I Didnt Know,English,,
1405,1405.0,2016, Russia,Sergey Lazarev,You Are the Only One,English,,
1406,1406.0,2016, Czech Republic,Gabriela Guncikova,I Stand,English,,
1407,1407.0,2016, Cyprus,Minus One,Alter Ego,English,,
1408,1408.0,2016, Austria,Zoe,Loin dici,French,,
1409,1409.0,2016, Estonia,Juri Pootsmann,Play,English,,
1410,1410.0,2016, Azerbaijan,Samra,Miracle,English,,
1411,1411.0,2016, Montenegro,Highway,The Real Thing,English,,
1412,1412.0,2016, Iceland,Greta Salome ,Hear Them Calling,English,,
1413,1413.0,2016, Bosnia and Herzegovina,Dalal  Deen  feat Ana Rucner  Jala,Ljubav je,Bosnian,,
1414,1414.0,2016, Malta,Ira Losco ,Walk on Water,English,,
1415,1415.0,2016, Latvia,Justs,Heartbeat,English,,
1416,1416.0,2016, Poland,Michal Szpak,Color of Your Life,English,,
1417,1417.0,2016,  Switzerland,Rykka,The Last of Our Kind,English,,
1418,1418.0,2016, Israel,Hovi Star,Made of Stars,English,,
1419,1419.0,2016, Belarus,Ivan,Help You Fly,English,,
1420,1420.0,2016, Serbia,ZAA Sanja Vucic,Goodbye Shelter,English,,
1421,1421.0,2016, Ireland,Nicky Byrne,Sunlight,English,,
1422,1422.0,2016, Macedonia,Kaliopi ,Dona Dona,Macedonian,,
1423,1423.0,2016, Lithuania,Donny Montell ,Ive Been Waiting for This Night,English,,
1424,1424.0,2016, Australia,Dami Im,Sound of Silence,English,,
1425,1425.0,2016, Slovenia,ManuElla,Blue and Red,English,,
1426,1426.0,2016, Bulgaria,Poli Genova ,If Love Was a Crime,English Bulgarian,,
1427,1427.0,2016, Denmark,Lighthouse X,Soldiers of Love,English,,
1428,1428.0,2016, Ukraine,Jamala,,EnglishCrimean Tatar,,
1429,1429.0,2016, Norway,Agnete,Icebreaker,English,,
1430,1430.0,2016, Georgia,Nika Kocharov  Young Georgian Lolitaz,Midnight Gold,English,,
1431,1431.0,2016, Albania,Eneda Tarifa,Fairytale,English,,
1432,1432.0,2016, Belgium,Laura Tesoro,Whats the Pressure,English,,
1433,1433.0,2016, Italy,Francesca Michielin,No Degree of Separation Nessun grado di separazione,ItalianEnglish,,
1434,1434.0,2016, Sweden,Frans,If I Were Sorry,English,,
1435,1435.0,2016, Germany,JamieLee,Ghost,English,,
1436,1436.0,2016, France,Amir,Jai cherche,FrenchEnglish,,
1437,1437.0,2016, Spain,Barei,Say Yay,English,,
1438,1438.0,2016, United Kingdom,Joe  Jake,Youre Not Alone,English,,
