,code,country,year,KOFGI,KOFGIdf,KOFGIdj,KOFEcGI,KOFEcGIdf,KOFEcGIdj,KOFTrGI,KOFTrGIdf,KOFTrGIdj,KOFFiGI,KOFFiGIdf,KOFFiGIdj,KOFSoGI,KOFSoGIdf,KOFSoGIdj,KOFIpGI,KOFIpGIdf,KOFIpGIdj,KOFInGI,KOFInGIdf,KOFInGIdj,KOFCuGI,KOFCuGIdf,KOFCuGIdj,KOFPoGI,KOFPoGIdf,KOFPoGIdj
47,ADO,Andorra,1970,46.638858795166016,48.5328369140625,44.44612503051758,,,,,,,,85.88075256347656,,79.75354766845703,84.13166809082031,73.23600769042969,79.77450561523438,97.05648040771484,,75.79637145996094,73.20075225830078,79.54693603515625,84.56236267089844,84.79582977294922,84.29194641113281,23.73423194885254,8.473007202148438,38.995452880859375
48,ADO,Andorra,1971,48.310096740722656,48.5328369140625,48.0522346496582,,,,,,,,85.88075256347656,,79.93144226074219,84.13166809082031,73.67872619628906,80.41390991210938,97.05648040771484,,75.79637145996094,73.20075225830078,79.54693603515625,84.56236267089844,84.79582977294922,84.29194641113281,26.897634506225586,8.473007202148438,45.32225799560547
49,ADO,Andorra,1972,48.141353607177734,48.5328369140625,47.68812561035156,,,,,,,,85.88075256347656,,80.02039337158203,84.13166809082031,73.90008544921875,80.73361206054688,97.05648040771484,,75.79637145996094,73.20075225830078,79.54693603515625,84.56236267089844,84.79582977294922,84.29194641113281,26.50221061706543,8.473007202148438,44.531410217285156
50,ADO,Andorra,1973,47.52200698852539,48.5328369140625,46.35173416137695,,,,,,,,85.88075256347656,,79.13990020751953,84.13166809082031,71.7088394165039,81.0533218383789,97.05648040771484,,75.79637145996094,73.20075225830078,79.54693603515625,81.58097839355469,84.79582977294922,77.857177734375,25.90907096862793,8.473007202148438,43.345130920410156
51,ADO,Andorra,1974,47.28495788574219,48.5328369140625,45.840232849121094,,,,,,,,85.88075256347656,,79.31779479980469,84.13166809082031,72.15155792236328,81.69271850585938,97.05648040771484,,75.79637145996094,73.20075225830078,79.54693603515625,81.58097839355469,84.79582977294922,77.857177734375,25.315933227539062,8.473007202148438,42.15885543823242
52,ADO,Andorra,1975,45.60966491699219,48.5328369140625,42.22537612915039,,,,,,,,85.88075256347656,,79.40673828125,84.13166809082031,72.37290954589844,82.0124282836914,97.05648040771484,,75.79637145996094,73.20075225830078,79.54693603515625,81.58097839355469,84.79582977294922,77.857177734375,21.954818725585938,8.473007202148438,35.43662643432617
53,ADO,Andorra,1976,45.99271774291992,48.55280303955078,43.02879333496094,,,,,,,,85.88075256347656,,79.35498809814453,84.18125915527344,72.1703109741211,82.11905670166016,97.21322631835938,,75.79637145996094,73.20075225830078,79.54693603515625,81.33061218261719,84.79582977294922,77.31680297851562,22.745668411254883,8.473007202148438,37.01832580566406
54,ADO,Andorra,1977,47.634552001953125,48.55280303955078,46.57145309448242,,,,,,,,85.88075256347656,,79.45147705078125,84.18125915527344,72.4104232788086,82.75846099853516,97.21322631835938,,75.79637145996094,73.20075225830078,79.54693603515625,81.08024597167969,84.79582977294922,76.77642822265625,25.90907096862793,8.473007202148438,43.345130920410156
55,ADO,Andorra,1978,47.87027359008789,48.55280303955078,47.08008575439453,,,,,,,,85.88075256347656,,79.54795837402344,84.18125915527344,72.6505355834961,83.39785766601562,97.21322631835938,,75.79637145996094,73.20075225830078,79.54693603515625,80.82987213134766,84.79582977294922,76.23605346679688,26.30449676513672,8.473007202148438,44.135982513427734
56,ADO,Andorra,1979,47.895931243896484,48.57277297973633,47.11232376098633,,,,,,,,85.88075256347656,,79.34092712402344,84.23085021972656,72.06148529052734,83.82418823242188,97.36995697021484,,75.79637145996094,73.20075225830078,79.54693603515625,79.82840728759766,84.79582977294922,74.0745620727539,26.50221061706543,8.473007202148438,44.531410217285156
57,ADO,Andorra,1980,43.696468353271484,48.50508499145508,38.14312744140625,,,,,,,,85.68700408935547,,78.66656494140625,83.90264892578125,70.85423278808594,84.06727600097656,97.37177276611328,,75.79714965820312,73.18436431884766,79.57528686523438,77.54444885253906,83.71552276611328,70.30186462402344,18.82132339477539,8.467334747314453,29.175310134887695
58,ADO,Andorra,1981,46.610958099365234,48.406978607177734,44.53742218017578,,,,,,,,85.53398895263672,,76.97269439697266,83.59844207763672,67.06983184814453,84.95945739746094,97.37283325195312,,75.79531860351562,73.16163635253906,79.60733795166016,71.60564422607422,82.7404556274414,58.391292572021484,25.81707000732422,8.469398498535156,43.16474151611328
59,ADO,Andorra,1982,39.9422607421875,48.27943801879883,30.323280334472656,,,,,,,,85.51335144042969,,76.62632751464844,83.24816131591797,66.72335052490234,85.52704620361328,97.3716049194336,,75.798828125,73.14625549316406,79.64347839355469,70.07460021972656,81.61430358886719,56.2690315246582,12.871447563171387,8.478875160217285,17.264019012451172
60,ADO,Andorra,1983,44.85654067993164,48.13044357299805,41.080963134765625,,,,,,,,85.4625015258789,,75.73353576660156,82.91801452636719,64.9837646484375,85.7747802734375,97.36800384521484,,75.8049545288086,73.13343811035156,79.68367767333984,67.1463623046875,80.56665802001953,50.97834014892578,23.25299835205078,8.505115509033203,38.000885009765625
61,ADO,Andorra,1984,44.27000427246094,48.00223922729492,39.95924758911133,,,,,,,,85.40174865722656,,75.67057800292969,82.62430572509766,65.25627899169922,86.03376770019531,97.36392974853516,,75.80950164794922,73.11805725097656,79.72479248046875,66.74453735351562,79.65006256103516,51.08231735229492,22.07967758178711,8.523155212402344,35.63620376586914
62,ADO,Andorra,1985,45.43519973754883,47.92340850830078,42.55916976928711,,,,,,,,85.34550476074219,,75.70218658447266,82.3852767944336,65.69449615478516,86.28186798095703,97.35875701904297,,75.81388092041016,73.1000747680664,79.76992797851562,66.6285629272461,78.92069244384766,51.63382339477539,24.31624984741211,8.55966567993164,40.07283020019531
63,ADO,Andorra,1986,46.13071823120117,47.87054443359375,44.12177658081055,,,,,,,,85.22816467285156,,75.73368835449219,82.24949645996094,65.96678161621094,86.56835174560547,97.35396575927734,,75.81897735595703,73.0860366821289,79.80982971191406,66.48128509521484,78.52445983886719,51.709938049316406,25.732086181640625,8.602110862731934,42.862064361572266
64,ADO,Andorra,1987,46.056453704833984,47.79585647583008,44.055416107177734,,,,,,,,85.03854370117188,,75.77992248535156,82.14042663574219,66.23958587646484,86.86233520507812,97.34904479980469,,75.82565307617188,73.08199310302734,79.83998107910156,66.35946655273438,78.19202423095703,51.79648971557617,25.736663818359375,8.641653060913086,42.83168411254883
65,ADO,Andorra,1988,46.55785369873047,47.70564270019531,45.24142074584961,,,,,,,,84.84637451171875,,76.856689453125,82.01773071289062,69.11296081542969,86.81840515136719,97.34342193603516,,75.8376693725586,73.07977294921875,79.88069152832031,69.63919067382812,77.81326293945312,59.54938507080078,26.10371971130371,8.67420768737793,43.53322982788086
66,ADO,Andorra,1989,46.706146240234375,47.5940055847168,45.69034194946289,,,,,,,,84.60076904296875,,76.91476440429688,81.91841125488281,69.40573120117188,87.11309814453125,97.3385009765625,,75.84944152832031,73.07594299316406,79.92471313476562,69.53960418701172,77.50413513183594,59.689884185791016,26.48577117919922,8.658638000488281,44.31290817260742
67,ADO,Andorra,1990,45.893524169921875,47.515830993652344,44.03912353515625,,,,,,,,84.46076202392578,,76.96341705322266,81.82689666748047,69.66192626953125,87.41326904296875,97.3338851928711,,75.87084197998047,73.08019256591797,79.9799575805664,69.3935546875,77.20744323730469,59.707611083984375,24.89468002319336,8.587896347045898,41.20145797729492
68,ADO,Andorra,1991,44.650081634521484,47.42801284790039,41.4719352722168,,,,,,,,84.14507293701172,,77.03304290771484,81.75413513183594,69.93995666503906,87.7286376953125,97.33121490478516,,75.88584899902344,73.07318878173828,80.03443908691406,69.30592346191406,76.98252868652344,59.76625061035156,22.393077850341797,8.508061408996582,36.27809524536133
69,ADO,Andorra,1992,45.81513214111328,47.346534729003906,44.06098175048828,,,,,,,,83.81617736816406,,77.11797332763672,81.7204818725586,70.2031478881836,87.94075775146484,97.16969299316406,,75.91229248046875,73.08354949951172,80.08739471435547,69.32615661621094,77.00997161865234,59.76666259765625,24.63498878479004,8.39321231842041,40.876766204833984
70,ADO,Andorra,1993,46.63938522338867,47.26829147338867,45.91981506347656,,,,,,,,83.49459838867188,,78.26502990722656,81.75508117675781,73.02840423583984,87.92237091064453,97.17137908935547,,75.91690826416016,73.09165954589844,80.08476257324219,72.79296112060547,77.0949935913086,67.44808959960938,25.516347885131836,8.273641586303711,42.75905227661133
71,ADO,Andorra,1994,45.31966781616211,49.27865982055664,40.790771484375,,,,,,,,83.20787811279297,,78.36857604980469,81.80223846435547,73.22242736816406,88.2337875366211,97.17448425292969,,75.90308380126953,73.1039810180664,80.02561950683594,72.83052062988281,77.22517395019531,67.36079406738281,22.856454849243164,12.500833511352539,33.21207809448242
72,ADO,Andorra,1995,42.28512954711914,49.24211883544922,34.3173713684082,,,,,,,,82.82339477539062,,78.56141662597656,81.84640502929688,73.64633178710938,88.89583587646484,97.1799087524414,,75.83889770507812,73.11514282226562,79.84427642822266,72.90684509277344,77.34844970703125,67.37976837158203,16.665815353393555,12.37469482421875,20.956937789916992
73,ADO,Andorra,1996,41.77000427246094,49.36457061767578,33.04829788208008,,,,,,,,82.47881317138672,,78.91795349121094,82.1685562133789,74.063720703125,89.56341552734375,97.18497467041016,,75.96922302246094,73.48423767089844,79.61881256103516,73.25733947753906,77.94345092773438,67.43297576904297,15.290276527404785,12.318589210510254,18.261964797973633
74,ADO,Andorra,1997,43.8713493347168,49.55252456665039,37.318538665771484,,,,,,,,82.19902801513672,,79.64232635498047,82.70922088623047,75.06973266601562,89.8944091796875,97.190185546875,,77.20146942138672,74.21244049072266,81.5904769897461,73.70506286621094,78.79093933105469,67.39755249023438,18.792341232299805,12.195537567138672,25.38914680480957
75,ADO,Andorra,1998,47.23819351196289,49.57868957519531,44.529991149902344,,,,,,,,82.01382446289062,,80.36925506591797,82.77359008789062,76.79168701171875,90.74999237060547,97.4739990234375,,78.51274871826172,74.25152587890625,84.77107238769531,73.61376190185547,78.66923522949219,67.36308288574219,24.843711853027344,12.10893726348877,37.57848358154297
76,ADO,Andorra,1999,48.00227737426758,49.4486083984375,46.32273483276367,,,,,,,,81.49173736572266,,80.5224838256836,82.44266510009766,77.66938018798828,91.9764175415039,97.78152465820312,,77.88225555419922,72.91803741455078,85.18248748779297,73.769775390625,78.98143005371094,67.34907531738281,26.180631637573242,12.098501205444336,40.26276397705078
77,ADO,Andorra,2000,47.98716735839844,49.62965774536133,46.07075500488281,,,,,,,,81.4071273803711,,80.93446350097656,82.7113265991211,78.2950668334961,92.12252807617188,97.48753356933594,,78.54212188720703,73.33184051513672,86.21866607666016,74.10304260253906,79.64569091796875,67.28556060791016,25.700946807861328,12.075186729431152,39.32670593261719
78,ADO,Andorra,2001,45.73061752319336,49.8629150390625,40.887657165527344,,,,,,,,80.93025970458984,,81.34777069091797,83.271484375,78.48674774169922,92.27740478515625,97.1962890625,,79.3393325805664,74.75247192382812,86.11100006103516,74.27904510498047,79.98576354980469,67.24958801269531,20.84654998779297,12.0753173828125,29.617780685424805
79,ADO,Andorra,2002,47.61370849609375,50.14577102661133,44.63111114501953,,,,,,,,80.87841033935547,,81.62615966796875,83.74640655517578,78.46956634521484,92.47220611572266,97.4997787475586,,79.87879943847656,75.73479461669922,86.00672912597656,74.31158447265625,79.9975357055664,67.29460144042969,24.255945205688477,12.107649803161621,36.40424346923828
