Year,(semi-) final,Jury or Televoting,From country,To country,Points
2016,f,T,Belarus,The Netherlands,0
2016,f,T,Bosnia & Herzegovina,The Netherlands,0
2016,f,T,Croatia,The Netherlands,0
2016,f,T,Cyprus,The Netherlands,0
2016,f,T,Georgia,The Netherlands,0
2016,f,T,Greece,The Netherlands,0
2016,f,T,Israel,The Netherlands,0
2016,f,T,Lithuania,The Netherlands,0
2016,f,T,Moldova,The Netherlands,0
2016,f,T,Montenegro,The Netherlands,0
2016,f,T,Poland,The Netherlands,0
2016,f,T,Russia,The Netherlands,0
2016,f,T,Ukraine,The Netherlands,0
2016,f,T,United Kingdom,The Netherlands,0
2016,f,T,Iceland,Ukraine,0
2016,f,T,Armenia,United Kingdom,0
2016,f,T,Austria,United Kingdom,0
2016,f,T,Azerbaijan,United Kingdom,0
2016,f,T,Belarus,United Kingdom,0
2016,f,T,Belgium,United Kingdom,0
2016,f,T,Bosnia & Herzegovina,United Kingdom,0
2016,f,T,Bulgaria,United Kingdom,0
2016,f,T,Croatia,United Kingdom,0
2016,f,T,Cyprus,United Kingdom,0
2016,f,T,F.Y.R. Macedonia,United Kingdom,0
2016,f,T,Finland,United Kingdom,0
2016,f,T,France,United Kingdom,0
2016,f,T,Georgia,United Kingdom,0
2016,f,T,Germany,United Kingdom,0
2016,f,T,Greece,United Kingdom,0
2016,f,T,Hungary,United Kingdom,0
2016,f,T,Iceland,United Kingdom,0
2016,f,T,Israel,United Kingdom,0
2016,f,T,Italy,United Kingdom,0
2016,f,T,Latvia,United Kingdom,0
2016,f,T,Lithuania,United Kingdom,0
2016,f,T,Moldova,United Kingdom,0
2016,f,T,Montenegro,United Kingdom,0
2016,f,T,Norway,United Kingdom,0
2016,f,T,Poland,United Kingdom,0
2016,f,T,Slovenia,United Kingdom,0
2016,f,T,Spain,United Kingdom,0
2016,f,T,Sweden,United Kingdom,0
2016,f,T,Switzerland,United Kingdom,0
2016,f,T,The Netherlands,United Kingdom,0
2016,f,T,Ukraine,United Kingdom,0
2016,f,T,Hungary,Armenia,0
2016,f,T,San Marino,Austria,0
2016,f,T,F.Y.R. Macedonia,Azerbaijan,0
2016,f,T,Greece,Azerbaijan,0
2016,f,T,The Netherlands,Azerbaijan,0
2016,f,T,Switzerland,Bulgaria,0
2016,f,T,Australia,Croatia,0
2016,f,T,Cyprus,Croatia,0
2016,f,T,Moldova,Croatia,0
2016,f,T,United Kingdom,Croatia,0
2016,f,T,Croatia,Cyprus,0
2016,f,T,Armenia,Czech Republic,0
2016,f,T,Belgium,Czech Republic,0
2016,f,T,Poland,France,0
2016,f,T,Georgia,Germany,0
2016,f,T,Russia,Hungary,0
2016,f,T,Malta,Israel,0
2016,f,T,Spain,Israel,0
2016,f,T,Czech Republic,Latvia,0
2016,f,T,Austria,Lithuania,0
2016,f,T,Bulgaria,Lithuania,0
2016,f,T,Germany,Lithuania,0
2016,f,T,Israel,Lithuania,0
2016,f,T,Montenegro,Poland,0
2016,f,T,Azerbaijan,Spain,0
2016,f,T,Denmark,Spain,0
2016,f,T,Slovenia,The Netherlands,0
2016,f,T,Austria,Armenia,0
2016,f,T,Bosnia & Herzegovina,Armenia,0
2016,f,T,Cyprus,Azerbaijan,0
2016,f,T,Spain,Azerbaijan,0
2016,f,T,Czech Republic,Belgium,0
2016,f,T,Lithuania,Bulgaria,0
2016,f,T,Georgia,Croatia,0
2016,f,T,Moldova,Cyprus,0
2016,f,T,Hungary,Czech Republic,0
2016,f,T,Ireland,Czech Republic,0
2016,f,T,Ukraine,Hungary,0
2016,f,T,Belgium,Israel,0
2016,f,T,Denmark,Israel,0
2016,f,T,Latvia,Israel,0
2016,f,T,Slovenia,Israel,0
2016,f,T,Finland,Italy,0
2016,f,T,Germany,Latvia,0
2016,f,T,Poland,Lithuania,0
2016,f,T,Albania,Malta,0
2016,f,T,Estonia,Malta,0
2016,f,T,United Kingdom,Serbia,0
2016,f,T,Malta,Spain,0
2016,f,T,Italy,Sweden,0
2016,f,T,Bulgaria,The Netherlands,0
2016,f,T,F.Y.R. Macedonia,The Netherlands,0
2016,f,T,Serbia,United Kingdom,0
2016,f,T,Montenegro,Belgium,0
2016,f,T,Israel,Croatia,0
2016,f,T,Finland,Czech Republic,0
2016,f,T,Sweden,Czech Republic,0
2016,f,T,Ireland,France,0
2016,f,T,Bulgaria,Georgia,0
2016,f,T,Slovenia,Hungary,0
2016,f,T,Albania,Israel,0
2016,f,T,Georgia,Israel,0
2016,f,T,Norway,Israel,0
2016,f,T,United Kingdom,Israel,0
2016,f,T,Croatia,Italy,0
2016,f,T,Cyprus,Italy,0
2016,f,T,F.Y.R. Macedonia,Latvia,0
2016,f,T,Switzerland,Latvia,0
2016,f,T,Czech Republic,Lithuania,0
2016,f,T,Hungary,Lithuania,0
2016,f,T,Moldova,Malta,0
2016,f,T,San Marino,Malta,0
2016,f,T,Armenia,Spain,0
2016,f,T,Australia,The Netherlands,0
2016,f,T,Latvia,The Netherlands,0
2016,f,T,Spain,The Netherlands,0
2016,f,T,Denmark,United Kingdom,0
2016,f,T,Estonia,United Kingdom,0
2016,f,T,Croatia,Armenia,0
2016,f,T,Lithuania,Armenia,0
2016,f,T,Slovenia,Armenia,0
2016,f,T,Sweden,Armenia,0
2016,f,T,Montenegro,Australia,0
2016,f,T,Armenia,Belgium,0
2016,f,T,Belarus,Belgium,0
2016,f,T,Austria,Czech Republic,0
2016,f,T,Poland,Czech Republic,0
2016,f,T,Georgia,France,0
2016,f,T,Ireland,Israel,0
2016,f,T,France,Malta,0
2016,f,T,Greece,Malta,0
2016,f,T,Iceland,Malta,0
2016,f,T,Latvia,Malta,0
2016,f,T,Bulgaria,Spain,0
2016,f,T,Israel,Spain,0
2016,f,T,Italy,The Netherlands,0
2016,f,T,San Marino,The Netherlands,0
2016,f,T,Czech Republic,United Kingdom,0
2016,f,T,Armenia,Australia,0
2016,f,T,Austria,Belgium,0
2016,f,T,Germany,Belgium,0
2016,f,T,Lithuania,Belgium,0
2016,f,T,Malta,Cyprus,0
2016,f,T,San Marino,Cyprus,0
2016,f,T,Iceland,Czech Republic,0
2016,f,T,Czech Republic,France,0
2016,f,T,Greece,Georgia,0
2016,f,T,Russia,Georgia,0
2016,f,T,Cyprus,Israel,0
2016,f,T,F.Y.R. Macedonia,Israel,0
2016,f,T,Israel,Latvia,0
2016,f,T,Azerbaijan,Lithuania,0
2016,f,T,Belarus,Malta,0
2016,f,T,Finland,Malta,0
2016,f,T,Italy,Malta,0
2016,f,T,Bulgaria,Serbia,0
2016,f,T,Hungary,Spain,0
2016,f,T,Poland,Spain,0
2016,f,T,Serbia,The Netherlands,0
2016,f,T,Switzerland,The Netherlands,0
2016,f,T,Albania,United Kingdom,0
2016,f,T,Latvia,Armenia,0
2016,f,T,France,Australia,0
2016,f,T,Italy,Australia,0
2016,f,T,Denmark,Bulgaria,0
2016,f,T,Austria,Croatia,0
2016,f,T,Bosnia & Herzegovina,Czech Republic,0
2016,f,T,United Kingdom,France,0
2016,f,T,San Marino,Georgia,0
2016,f,T,Lithuania,Israel,0
2016,f,T,Ukraine,Israel,0
2016,f,T,Ireland,Italy,0
2016,f,T,The Netherlands,Italy,0
2016,f,T,Finland,Lithuania,0
2016,f,T,Cyprus,Malta,0
2016,f,T,Czech Republic,Malta,0
2016,f,T,Spain,Malta,0
2016,f,T,Albania,Spain,0
2016,f,T,Georgia,Sweden,0
2016,f,T,Moldova,Sweden,0
2016,f,T,Estonia,The Netherlands,0
2016,f,T,Norway,The Netherlands,0
2016,f,T,Russia,United Kingdom,0
2016,f,T,Malta,Armenia,0
2016,f,T,Hungary,Azerbaijan,0
2016,f,T,Armenia,Bulgaria,0
2016,f,T,Iceland,Croatia,0
2016,f,T,Belgium,Georgia,0
2016,f,T,Croatia,Israel,0
2016,f,T,Finland,Israel,0
2016,f,T,Poland,Israel,0
2016,f,T,Serbia,Israel,0
2016,f,T,The Netherlands,Israel,0
2016,f,T,Slovenia,Latvia,0
2016,f,T,Switzerland,Lithuania,0
2016,f,T,Bulgaria,Malta,0
2016,f,T,Sweden,Malta,0
2016,f,T,Norway,Spain,0
2016,f,T,Czech Republic,The Netherlands,0
2016,f,T,France,The Netherlands,0
2016,f,T,Slovenia,Belgium,0
2016,f,T,Czech Republic,Croatia,0
2016,f,T,Germany,Georgia,0
2016,f,T,Poland,Georgia,0
2016,f,T,Italy,Israel,0
2016,f,T,Switzerland,Israel,0
2016,f,T,Hungary,Latvia,0
2016,f,T,Serbia,Lithuania,0
2016,f,T,Russia,Malta,0
2016,f,T,Moldova,Spain,0
2016,f,T,Ireland,The Netherlands,0
2016,f,T,San Marino,United Kingdom,0
2016,f,T,Montenegro,Armenia,0
2016,f,T,Sweden,Azerbaijan,0
2016,f,T,Bulgaria,Belgium,0
2016,f,T,Georgia,Belgium,0
2016,f,T,Switzerland,Belgium,0
2016,f,T,Ukraine,Belgium,0
2016,f,T,Croatia,Czech Republic,0
2016,f,T,Albania,France,0
2016,f,T,Spain,Hungary,0
2016,f,T,Australia,Israel,0
2016,f,T,Belgium,Italy,0
2016,f,T,San Marino,Italy,0
2016,f,T,Belarus,Lithuania,0
2016,f,T,Austria,Malta,0
2016,f,T,Hungary,Malta,0
2016,f,T,Serbia,Malta,0
2016,f,T,Finland,The Netherlands,0
2016,f,T,Ireland,Belgium,0
2016,f,T,United Kingdom,Georgia,0
2016,f,T,Germany,Israel,0
2016,f,T,France,Italy,0
2016,f,T,Norway,Italy,0
2016,f,T,Montenegro,Malta,0
2016,f,T,Italy,Spain,0
2016,sf1,J,Montenegro,Armenia,12
2016,sf1,J,Bosnia & Herzegovina,Czech Republic,12
2016,sf1,J,Croatia,Czech Republic,12
2016,sf1,J,Hungary,Malta,12
2016,sf1,J,Malta,Armenia,12
2016,sf1,J,The Netherlands,Croatia,12
2016,sf1,J,Czech Republic,Hungary,12
2016,sf1,J,Finland,The Netherlands,12
2016,sf1,J,San Marino,The Netherlands,12
2016,sf1,J,Estonia,The Netherlands,12
2016,sf1,J,Sweden,Russia,12
2016,sf1,J,Armenia,Malta,12
2016,sf1,J,Cyprus,Russia,12
2016,sf1,J,France,Austria,12
2016,sf1,J,Greece,Russia,12
2016,sf1,J,Iceland,The Netherlands,12
2016,sf1,J,Moldova,Russia,12
2016,sf1,J,Spain,Armenia,12
2016,sf1,J,Azerbaijan,Russia,12
2016,sf1,J,Russia,Armenia,12
2016,sf1,J,Austria,Malta,12
2016,sf1,J,Austria,Czech Republic,10
2016,sf1,J,Croatia,Cyprus,10
2016,sf1,J,Czech Republic,The Netherlands,10
2016,sf1,J,The Netherlands,Cyprus,10
2016,sf1,J,Montenegro,Malta,10
2016,sf1,J,Azerbaijan,Bosnia & Herzegovina,10
2016,sf1,J,Spain,Hungary,10
2016,sf1,J,Estonia,Cyprus,10
2016,sf1,J,Cyprus,Armenia,10
2016,sf1,J,Russia,Azerbaijan,10
2016,sf1,J,Greece,Armenia,10
2016,sf1,J,Moldova,Armenia,10
2016,sf1,J,Hungary,Russia,10
2016,sf1,J,Iceland,Russia,10
2016,sf1,J,Malta,Russia,10
2016,sf1,J,Armenia,Montenegro,10
2016,sf1,J,Bosnia & Herzegovina,San Marino,10
2016,sf1,J,Finland,Czech Republic,10
2016,sf1,J,France,Malta,10
2016,sf1,J,San Marino,Montenegro,10
2016,sf1,J,Sweden,Malta,10
2016,sf1,J,Czech Republic,Malta,8
2016,sf1,J,The Netherlands,Malta,8
2016,sf1,J,Estonia,Malta,8
2016,sf1,J,Russia,Malta,8
2016,sf1,J,Hungary,Czech Republic,8
2016,sf1,J,Moldova,Czech Republic,8
2016,sf1,J,France,The Netherlands,8
2016,sf1,J,Cyprus,Malta,8
2016,sf1,J,San Marino,Cyprus,8
2016,sf1,J,Malta,Cyprus,8
2016,sf1,J,Austria,Russia,8
2016,sf1,J,Azerbaijan,Hungary,8
2016,sf1,J,Bosnia & Herzegovina,Russia,8
2016,sf1,J,Croatia,Hungary,8
2016,sf1,J,Spain,Russia,8
2016,sf1,J,Montenegro,Russia,8
2016,sf1,J,Greece,Cyprus,8
2016,sf1,J,Armenia,Finland,8
2016,sf1,J,Finland,Malta,8
2016,sf1,J,Iceland,Czech Republic,8
2016,sf1,J,Sweden,Azerbaijan,8
2016,sf1,J,Croatia,Malta,7
2016,sf1,J,Cyprus,Croatia,7
2016,sf1,J,Finland,Armenia,7
2016,sf1,J,San Marino,Iceland,7
2016,sf1,J,Spain,Malta,7
2016,sf1,J,Bosnia & Herzegovina,Armenia,7
2016,sf1,J,Russia,Greece,7
2016,sf1,J,Austria,Croatia,7
2016,sf1,J,Greece,Hungary,7
2016,sf1,J,Montenegro,Croatia,7
2016,sf1,J,Armenia,Russia,7
2016,sf1,J,Hungary,Azerbaijan,7
2016,sf1,J,Azerbaijan,Montenegro,7
2016,sf1,J,Czech Republic,Finland,7
2016,sf1,J,Estonia,Azerbaijan,7
2016,sf1,J,France,Azerbaijan,7
2016,sf1,J,Iceland,Croatia,7
2016,sf1,J,Malta,Montenegro,7
2016,sf1,J,Moldova,Cyprus,7
2016,sf1,J,Sweden,Czech Republic,7
2016,sf1,J,The Netherlands,Azerbaijan,7
2016,sf1,J,France,Croatia,6
2016,sf1,J,Czech Republic,Croatia,6
2016,sf1,J,Iceland,Malta,6
2016,sf1,J,Malta,San Marino,6
2016,sf1,J,Moldova,Malta,6
2016,sf1,J,Russia,Moldova,6
2016,sf1,J,Cyprus,Hungary,6
2016,sf1,J,Hungary,The Netherlands,6
2016,sf1,J,Spain,Czech Republic,6
2016,sf1,J,Finland,Russia,6
2016,sf1,J,Austria,The Netherlands,6
2016,sf1,J,Bosnia & Herzegovina,Azerbaijan,6
2016,sf1,J,Croatia,Russia,6
2016,sf1,J,San Marino,Azerbaijan,6
2016,sf1,J,Sweden,The Netherlands,6
2016,sf1,J,The Netherlands,Austria,6
2016,sf1,J,Montenegro,Bosnia & Herzegovina,6
2016,sf1,J,Armenia,Moldova,6
2016,sf1,J,Azerbaijan,Greece,6
2016,sf1,J,Estonia,Czech Republic,6
2016,sf1,J,Greece,Montenegro,6
2016,sf1,J,Russia,Czech Republic,5
2016,sf1,J,Armenia,Czech Republic,5
2016,sf1,J,Finland,Croatia,5
2016,sf1,J,Hungary,Armenia,5
2016,sf1,J,Moldova,Croatia,5
2016,sf1,J,Croatia,Armenia,5
2016,sf1,J,Iceland,Armenia,5
2016,sf1,J,Sweden,Armenia,5
2016,sf1,J,Austria,Armenia,5
2016,sf1,J,Czech Republic,Austria,5
2016,sf1,J,Estonia,Hungary,5
2016,sf1,J,France,Hungary,5
2016,sf1,J,Montenegro,Azerbaijan,5
2016,sf1,J,Bosnia & Herzegovina,Croatia,5
2016,sf1,J,The Netherlands,Armenia,5
2016,sf1,J,Azerbaijan,Moldova,5
2016,sf1,J,Cyprus,Czech Republic,5
2016,sf1,J,Greece,Azerbaijan,5
2016,sf1,J,Malta,Finland,5
2016,sf1,J,San Marino,Malta,5
2016,sf1,J,Spain,Azerbaijan,5
2016,sf1,J,Bosnia & Herzegovina,Hungary,4
2016,sf1,J,Greece,Malta,4
2016,sf1,J,Hungary,Finland,4
2016,sf1,J,Montenegro,Czech Republic,4
2016,sf1,J,San Marino,Czech Republic,4
2016,sf1,J,The Netherlands,Czech Republic,4
2016,sf1,J,Estonia,Iceland,4
2016,sf1,J,Armenia,The Netherlands,4
2016,sf1,J,Finland,Iceland,4
2016,sf1,J,France,Cyprus,4
2016,sf1,J,Russia,Hungary,4
2016,sf1,J,Spain,The Netherlands,4
2016,sf1,J,Sweden,Finland,4
2016,sf1,J,Azerbaijan,Malta,4
2016,sf1,J,Cyprus,Azerbaijan,4
2016,sf1,J,Iceland,Austria,4
2016,sf1,J,Croatia,Bosnia & Herzegovina,4
2016,sf1,J,Austria,Azerbaijan,4
2016,sf1,J,Czech Republic,Iceland,4
2016,sf1,J,Malta,Moldova,4
2016,sf1,J,Moldova,The Netherlands,4
2016,sf1,J,Sweden,Croatia,3
2016,sf1,J,Malta,Czech Republic,3
2016,sf1,J,Austria,Iceland,3
2016,sf1,J,Moldova,Hungary,3
2016,sf1,J,The Netherlands,Hungary,3
2016,sf1,J,Armenia,Greece,3
2016,sf1,J,Iceland,Azerbaijan,3
2016,sf1,J,Bosnia & Herzegovina,Montenegro,3
2016,sf1,J,Azerbaijan,San Marino,3
2016,sf1,J,Czech Republic,Azerbaijan,3
2016,sf1,J,Finland,Austria,3
2016,sf1,J,Cyprus,Greece,3
2016,sf1,J,France,Armenia,3
2016,sf1,J,San Marino,Russia,3
2016,sf1,J,Croatia,Azerbaijan,3
2016,sf1,J,Estonia,Croatia,3
2016,sf1,J,Greece,Moldova,3
2016,sf1,J,Hungary,Croatia,3
2016,sf1,J,Montenegro,Greece,3
2016,sf1,J,Russia,Montenegro,3
2016,sf1,J,Spain,Finland,3
2016,sf1,J,Estonia,Armenia,2
2016,sf1,J,Moldova,Estonia,2
2016,sf1,J,Armenia,Croatia,2
2016,sf1,J,Azerbaijan,Czech Republic,2
2016,sf1,J,Cyprus,Austria,2
2016,sf1,J,San Marino,Bosnia & Herzegovina,2
2016,sf1,J,Spain,Iceland,2
2016,sf1,J,Bosnia & Herzegovina,Malta,2
2016,sf1,J,Croatia,The Netherlands,2
2016,sf1,J,Greece,Austria,2
2016,sf1,J,Iceland,Hungary,2
2016,sf1,J,Czech Republic,Bosnia & Herzegovina,2
2016,sf1,J,Hungary,Cyprus,2
2016,sf1,J,Sweden,Austria,2
2016,sf1,J,France,Russia,2
2016,sf1,J,Austria,Finland,2
2016,sf1,J,Finland,Azerbaijan,2
2016,sf1,J,Malta,Estonia,2
2016,sf1,J,Montenegro,The Netherlands,2
2016,sf1,J,Russia,Estonia,2
2016,sf1,J,The Netherlands,Finland,2
2016,sf1,J,Armenia,Bosnia & Herzegovina,1
2016,sf1,J,Malta,Austria,1
2016,sf1,J,Azerbaijan,Estonia,1
2016,sf1,J,Greece,The Netherlands,1
2016,sf1,J,Sweden,Cyprus,1
2016,sf1,J,France,Czech Republic,1
2016,sf1,J,Spain,Cyprus,1
2016,sf1,J,Czech Republic,Cyprus,1
2016,sf1,J,Russia,Croatia,1
2016,sf1,J,Iceland,Cyprus,1
2016,sf1,J,Montenegro,Hungary,1
2016,sf1,J,The Netherlands,Russia,1
2016,sf1,J,Estonia,Russia,1
2016,sf1,J,Finland,Estonia,1
2016,sf1,J,Austria,Estonia,1
2016,sf1,J,Bosnia & Herzegovina,The Netherlands,1
2016,sf1,J,Croatia,Iceland,1
2016,sf1,J,Cyprus,Iceland,1
2016,sf1,J,Hungary,Iceland,1
2016,sf1,J,Moldova,Bosnia & Herzegovina,1
2016,sf1,J,San Marino,Croatia,1
2016,sf1,J,Azerbaijan,Cyprus,0
2016,sf1,J,Iceland,San Marino,0
2016,sf1,J,Austria,Cyprus,0
2016,sf1,J,Bosnia & Herzegovina,Cyprus,0
2016,sf1,J,Cyprus,Moldova,0
2016,sf1,J,France,Moldova,0
2016,sf1,J,Iceland,Finland,0
2016,sf1,J,Montenegro,San Marino,0
2016,sf1,J,Spain,Croatia,0
2016,sf1,J,Finland,San Marino,0
2016,sf1,J,Greece,Czech Republic,0
2016,sf1,J,Malta,Iceland,0
2016,sf1,J,San Marino,Austria,0
2016,sf1,J,Azerbaijan,The Netherlands,0
2016,sf1,J,Cyprus,The Netherlands,0
2016,sf1,J,Estonia,San Marino,0
2016,sf1,J,Finland,Hungary,0
2016,sf1,J,Greece,Croatia,0
2016,sf1,J,Moldova,San Marino,0
2016,sf1,J,Sweden,Hungary,0
2016,sf1,J,The Netherlands,San Marino,0
2016,sf1,J,Armenia,Austria,0
2016,sf1,J,Austria,San Marino,0
2016,sf1,J,Hungary,San Marino,0
2016,sf1,J,Montenegro,Cyprus,0
2016,sf1,J,Sweden,Iceland,0
2016,sf1,J,Armenia,Hungary,0
2016,sf1,J,Azerbaijan,Austria,0
2016,sf1,J,Bosnia & Herzegovina,Austria,0
2016,sf1,J,Croatia,Montenegro,0
2016,sf1,J,France,Bosnia & Herzegovina,0
2016,sf1,J,Greece,San Marino,0
2016,sf1,J,Croatia,Austria,0
2016,sf1,J,Estonia,Finland,0
2016,sf1,J,Finland,Cyprus,0
2016,sf1,J,Malta,The Netherlands,0
2016,sf1,J,Moldova,Austria,0
2016,sf1,J,San Marino,Hungary,0
2016,sf1,J,The Netherlands,Bosnia & Herzegovina,0
2016,sf1,J,Armenia,Cyprus,0
2016,sf1,J,Austria,Hungary,0
2016,sf1,J,Czech Republic,Russia,0
2016,sf1,J,Hungary,Austria,0
2016,sf1,J,Malta,Hungary,0
2016,sf1,J,Russia,Cyprus,0
2016,sf1,J,San Marino,Armenia,0
2016,sf1,J,Estonia,Austria,0
2016,sf1,J,Malta,Azerbaijan,0
2016,sf1,J,Russia,Austria,0
2016,sf1,J,Austria,Bosnia & Herzegovina,0
2016,sf1,J,Czech Republic,Armenia,0
2016,sf1,J,Moldova,Azerbaijan,0
2016,sf1,J,Spain,Austria,0
2016,sf1,J,Sweden,Bosnia & Herzegovina,0
2016,sf1,J,Armenia,San Marino,0
2016,sf1,J,Armenia,Estonia,0
2016,sf1,J,Armenia,Azerbaijan,0
2016,sf1,J,Armenia,Iceland,0
2016,sf1,J,Austria,Greece,0
2016,sf1,J,Austria,Moldova,0
2016,sf1,J,Austria,Montenegro,0
2016,sf1,J,Azerbaijan,Finland,0
2016,sf1,J,Azerbaijan,Croatia,0
2016,sf1,J,Azerbaijan,Armenia,0
2016,sf1,J,Azerbaijan,Iceland,0
2016,sf1,J,Bosnia & Herzegovina,Finland,0
2016,sf1,J,Bosnia & Herzegovina,Greece,0
2016,sf1,J,Bosnia & Herzegovina,Moldova,0
2016,sf1,J,Bosnia & Herzegovina,Estonia,0
2016,sf1,J,Bosnia & Herzegovina,Iceland,0
2016,sf1,J,Croatia,Finland,0
2016,sf1,J,Croatia,Greece,0
2016,sf1,J,Croatia,Moldova,0
2016,sf1,J,Croatia,San Marino,0
2016,sf1,J,Croatia,Estonia,0
2016,sf1,J,Cyprus,Finland,0
2016,sf1,J,Cyprus,San Marino,0
2016,sf1,J,Cyprus,Estonia,0
2016,sf1,J,Cyprus,Montenegro,0
2016,sf1,J,Cyprus,Bosnia & Herzegovina,0
2016,sf1,J,Czech Republic,Greece,0
2016,sf1,J,Czech Republic,Moldova,0
2016,sf1,J,Czech Republic,San Marino,0
2016,sf1,J,Czech Republic,Estonia,0
2016,sf1,J,Czech Republic,Montenegro,0
2016,sf1,J,Estonia,Greece,0
2016,sf1,J,Estonia,Moldova,0
2016,sf1,J,Estonia,Montenegro,0
2016,sf1,J,Estonia,Bosnia & Herzegovina,0
2016,sf1,J,Finland,Greece,0
2016,sf1,J,Finland,Moldova,0
2016,sf1,J,Finland,Montenegro,0
2016,sf1,J,Finland,Bosnia & Herzegovina,0
2016,sf1,J,France,Finland,0
2016,sf1,J,France,Greece,0
2016,sf1,J,France,San Marino,0
2016,sf1,J,France,Estonia,0
2016,sf1,J,France,Montenegro,0
2016,sf1,J,France,Iceland,0
2016,sf1,J,Greece,Finland,0
2016,sf1,J,Greece,Estonia,0
2016,sf1,J,Greece,Iceland,0
2016,sf1,J,Greece,Bosnia & Herzegovina,0
2016,sf1,J,Hungary,Greece,0
2016,sf1,J,Hungary,Moldova,0
2016,sf1,J,Hungary,Estonia,0
2016,sf1,J,Hungary,Montenegro,0
2016,sf1,J,Hungary,Bosnia & Herzegovina,0
2016,sf1,J,Iceland,Greece,0
2016,sf1,J,Iceland,Moldova,0
2016,sf1,J,Iceland,Estonia,0
2016,sf1,J,Iceland,Montenegro,0
2016,sf1,J,Iceland,Bosnia & Herzegovina,0
2016,sf1,J,Malta,Greece,0
2016,sf1,J,Malta,Croatia,0
2016,sf1,J,Malta,Bosnia & Herzegovina,0
2016,sf1,J,Moldova,Finland,0
2016,sf1,J,Moldova,Greece,0
2016,sf1,J,Moldova,Montenegro,0
2016,sf1,J,Moldova,Iceland,0
2016,sf1,J,Montenegro,Finland,0
2016,sf1,J,Montenegro,Moldova,0
2016,sf1,J,Montenegro,Austria,0
2016,sf1,J,Montenegro,Estonia,0
2016,sf1,J,Montenegro,Iceland,0
2016,sf1,J,Russia,Finland,0
2016,sf1,J,Russia,The Netherlands,0
2016,sf1,J,Russia,San Marino,0
2016,sf1,J,Russia,Iceland,0
2016,sf1,J,Russia,Bosnia & Herzegovina,0
2016,sf1,J,San Marino,Finland,0
2016,sf1,J,San Marino,Greece,0
2016,sf1,J,San Marino,Moldova,0
2016,sf1,J,San Marino,Estonia,0
2016,sf1,J,Spain,Greece,0
2016,sf1,J,Spain,Moldova,0
2016,sf1,J,Spain,San Marino,0
2016,sf1,J,Spain,Estonia,0
2016,sf1,J,Spain,Montenegro,0
2016,sf1,J,Spain,Bosnia & Herzegovina,0
2016,sf1,J,Sweden,Greece,0
2016,sf1,J,Sweden,Moldova,0
2016,sf1,J,Sweden,San Marino,0
2016,sf1,J,Sweden,Estonia,0
2016,sf1,J,Sweden,Montenegro,0
2016,sf1,J,The Netherlands,Greece,0
2016,sf1,J,The Netherlands,Moldova,0
2016,sf1,J,The Netherlands,Estonia,0
2016,sf1,J,The Netherlands,Montenegro,0
2016,sf1,J,The Netherlands,Iceland,0
2016,sf1,T,Montenegro,Armenia,3
2016,sf1,T,Bosnia & Herzegovina,Czech Republic,4
2016,sf1,T,Croatia,Czech Republic,4
2016,sf1,T,Hungary,Malta,4
2016,sf1,T,Malta,Armenia,4
2016,sf1,T,The Netherlands,Croatia,5
2016,sf1,T,Czech Republic,Hungary,6
2016,sf1,T,Finland,The Netherlands,6
2016,sf1,T,San Marino,The Netherlands,6
2016,sf1,T,Estonia,The Netherlands,8
2016,sf1,T,Sweden,Russia,8
2016,sf1,T,Armenia,Malta,10
2016,sf1,T,Cyprus,Russia,10
2016,sf1,T,France,Austria,10
2016,sf1,T,Greece,Russia,10
2016,sf1,T,Iceland,The Netherlands,10
2016,sf1,T,Moldova,Russia,10
2016,sf1,T,Spain,Armenia,10
2016,sf1,T,Azerbaijan,Russia,12
2016,sf1,T,Russia,Armenia,12
2016,sf1,T,Austria,Malta,0
2016,sf1,T,Austria,Czech Republic,1
2016,sf1,T,Croatia,Cyprus,2
2016,sf1,T,Czech Republic,The Netherlands,3
2016,sf1,T,The Netherlands,Cyprus,3
2016,sf1,T,Montenegro,Malta,4
2016,sf1,T,Azerbaijan,Bosnia & Herzegovina,5
2016,sf1,T,Spain,Hungary,5
2016,sf1,T,Estonia,Cyprus,6
2016,sf1,T,Cyprus,Armenia,7
2016,sf1,T,Russia,Azerbaijan,7
2016,sf1,T,Greece,Armenia,8
2016,sf1,T,Moldova,Armenia,8
2016,sf1,T,Hungary,Russia,10
2016,sf1,T,Iceland,Russia,12
2016,sf1,T,Malta,Russia,12
2016,sf1,T,Armenia,Montenegro,0
2016,sf1,T,Bosnia & Herzegovina,San Marino,0
2016,sf1,T,Finland,Czech Republic,0
2016,sf1,T,France,Malta,0
2016,sf1,T,San Marino,Montenegro,0
2016,sf1,T,Sweden,Malta,0
2016,sf1,T,Czech Republic,Malta,1
2016,sf1,T,The Netherlands,Malta,1
2016,sf1,T,Estonia,Malta,2
2016,sf1,T,Russia,Malta,2
2016,sf1,T,Hungary,Czech Republic,3
2016,sf1,T,Moldova,Czech Republic,3
2016,sf1,T,France,The Netherlands,4
2016,sf1,T,Cyprus,Malta,5
2016,sf1,T,San Marino,Cyprus,5
2016,sf1,T,Malta,Cyprus,6
2016,sf1,T,Austria,Russia,7
2016,sf1,T,Azerbaijan,Hungary,7
2016,sf1,T,Bosnia & Herzegovina,Russia,7
2016,sf1,T,Croatia,Hungary,8
2016,sf1,T,Spain,Russia,8
