,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1
4967,2004,f,J,Monaco,United Kingdom,0,0.0
4968,2005,f,J,Monaco,United Kingdom,0,0.0
4969,2006,f,J,Monaco,United Kingdom,0,0.0
4970,1975,f,J,Monaco,Yugoslavia,0,0.0
4971,1976,f,J,Monaco,Yugoslavia,0,0.0
4972,1975,f,J,Norway,Belgium,0,0.0
4973,1976,f,J,Norway,Belgium,6,0.0
4974,1977,f,J,Norway,Belgium,6,0.0
4975,1978,f,J,Norway,Belgium,7,0.0
4976,1979,f,J,Norway,Belgium,0,0.0
4977,1980,f,J,Norway,Belgium,0,0.0
4978,1981,f,J,Norway,Belgium,0,0.0
4979,1982,f,J,Norway,Belgium,5,0.0
4980,1983,f,J,Norway,Belgium,0,0.0
4981,1984,f,J,Norway,Belgium,3,0.0
4982,1985,f,J,Norway,Belgium,0,0.0
4983,1986,f,J,Norway,Belgium,8,0.0
4984,1987,f,J,Norway,Belgium,5,0.0
4985,1988,f,J,Norway,Belgium,0,0.0
4986,1989,f,J,Norway,Belgium,2,0.0
4987,1990,f,J,Norway,Belgium,1,0.0
4988,1991,f,J,Norway,Belgium,0,0.0
4989,1992,f,J,Norway,Belgium,0,0.0
4990,1993,f,J,Norway,Belgium,0,0.0
4991,1995,f,J,Norway,Belgium,0,0.0
4992,1996,f,J,Norway,Belgium,0,0.0
4993,1998,f,J,Norway,Belgium,7,0.0
4994,1999,f,J,Norway,Belgium,0,0.0
4995,2000,f,J,Norway,Belgium,0,0.0
4996,2003,f,J,Norway,Belgium,3,0.0
4997,2004,f,J,Norway,Belgium,0,0.0
4998,2005,sf,J,Norway,Belgium,0,0.0
4999,2006,sf,J,Norway,Belgium,0,0.0
5000,2007,sf,J,Norway,Belgium,0,0.0
5001,2008,sf1,J,Norway,Belgium,0,0.0
5002,2010,f,J,Norway,Belgium,3,0.0
5003,2013,f,J,Norway,Belgium,3,0.0
5004,2015,f,J,Norway,Belgium,7,0.0
5005,2016,f,J,Norway,Belgium,5,0.0
5006,2016,f,T,Norway,Belgium,2,0.0
5007,2016,sf2,J,Norway,Belgium,7,0.0
5008,2016,sf2,T,Norway,Belgium,7,0.0
5009,1975,f,J,Norway,Finland,10,0.0
5010,1976,f,J,Norway,Finland,4,0.0
5011,1977,f,J,Norway,Finland,8,0.0
5012,1978,f,J,Norway,Finland,2,0.0
5013,1979,f,J,Norway,Finland,0,0.0
5014,1980,f,J,Norway,Finland,5,0.0
5015,1981,f,J,Norway,Finland,0,0.0
5016,1982,f,J,Norway,Finland,0,0.0
5017,1983,f,J,Norway,Finland,2,0.0
5018,1984,f,J,Norway,Finland,5,0.0
5019,1985,f,J,Norway,Finland,0,0.0
5020,1986,f,J,Norway,Finland,0,0.0
5021,1987,f,J,Norway,Finland,10,0.0
5022,1988,f,J,Norway,Finland,0,0.0
5023,1989,f,J,Norway,Finland,0,0.0
5024,1990,f,J,Norway,Finland,0,0.0
5025,1991,f,J,Norway,Finland,0,0.0
5026,1992,f,J,Norway,Finland,0,0.0
5027,1993,f,J,Norway,Finland,0,0.0
5028,1994,f,J,Norway,Finland,0,0.0
5029,1996,f,J,Norway,Finland,2,0.0
5030,1998,f,J,Norway,Finland,1,0.0
5031,2000,f,J,Norway,Finland,0,0.0
5032,2004,sf,J,Norway,Finland,3,0.0
5033,2005,sf,J,Norway,Finland,10,0.0
5034,2006,f,J,Norway,Finland,12,0.0
5035,2006,sf,J,Norway,Finland,8,0.0
5036,2007,f,J,Norway,Finland,4,0.0
5037,2008,f,J,Norway,Finland,4,0.0
5038,2008,sf1,J,Norway,Finland,6,0.0
5039,2009,f,J,Norway,Finland,0,0.0
5040,2011,f,J,Norway,Finland,12,0.0
5041,2011,sf1,J,Norway,Finland,12,0.0
5042,2013,f,J,Norway,Finland,0,0.0
5043,2013,sf2,J,Norway,Finland,8,0.0
5044,2014,f,J,Norway,Finland,7,0.0
5045,2014,sf2,J,Norway,Finland,12,0.0
5046,1975,f,J,Norway,France,0,0.0
5047,1976,f,J,Norway,France,8,0.0
5048,1977,f,J,Norway,France,3,0.0
5049,1978,f,J,Norway,France,3,0.0
5050,1979,f,J,Norway,France,7,0.0
5051,1980,f,J,Norway,France,3,0.0
5052,1981,f,J,Norway,France,5,0.0
5053,1983,f,J,Norway,France,3,0.0
5054,1984,f,J,Norway,France,2,0.0
5055,1985,f,J,Norway,France,0,0.0
5056,1986,f,J,Norway,France,3,0.0
5057,1987,f,J,Norway,France,1,0.0
5058,1988,f,J,Norway,France,1,0.0
5059,1989,f,J,Norway,France,5,0.0
5060,1990,f,J,Norway,France,12,0.0
5061,1991,f,J,Norway,France,12,0.0
5062,1992,f,J,Norway,France,10,0.0
5063,1993,f,J,Norway,France,6,0.0
5064,1994,f,J,Norway,France,7,0.0
5065,1995,f,J,Norway,France,6,0.0
5066,1996,f,J,Norway,France,4,0.0
5067,1997,f,J,Norway,France,12,0.0
5068,1998,f,J,Norway,France,0,0.0
5069,1999,f,J,Norway,France,8,0.0
5070,2000,f,J,Norway,France,0,0.0
5071,2001,f,J,Norway,France,7,0.0
5072,2003,f,J,Norway,France,0,0.0
5073,2004,f,J,Norway,France,0,0.0
5074,2005,f,J,Norway,France,0,0.0
5075,2006,f,J,Norway,France,0,0.0
5076,2007,f,J,Norway,France,0,0.0
5077,2008,f,J,Norway,France,1,0.0
5078,2009,f,J,Norway,France,1,0.0
5079,2010,f,J,Norway,France,4,0.0
5080,2011,f,J,Norway,France,0,0.0
5081,2012,f,J,Norway,France,0,0.0
5082,2013,f,J,Norway,France,0,0.0
5083,2014,f,J,Norway,France,0,0.0
5084,2015,f,J,Norway,France,0,0.0
5085,2016,f,J,Norway,France,0,0.0
5086,2016,f,T,Norway,France,1,0.0
5087,1975,f,J,Norway,Germany,0,1.0
5088,1976,f,J,Norway,Germany,0,1.0
5089,1977,f,J,Norway,Germany,0,1.0
5090,1978,f,J,Norway,Germany,0,1.0
5091,1979,f,J,Norway,Germany,0,1.0
5092,1980,f,J,Norway,Germany,0,1.0
5093,1981,f,J,Norway,Germany,4,1.0
5094,1982,f,J,Norway,Germany,10,1.0
5095,1983,f,J,Norway,Germany,10,1.0
5096,1984,f,J,Norway,Germany,7,1.0
5097,1985,f,J,Norway,Germany,8,1.0
5098,1986,f,J,Norway,Germany,0,1.0
5099,1987,f,J,Norway,Germany,3,1.0
5100,1988,f,J,Norway,Germany,4,1.0
5101,1989,f,J,Norway,Germany,0,1.0
5102,1990,f,J,Norway,Germany,0,1.0
5103,1991,f,J,Norway,Germany,0,1.0
5104,1992,f,J,Norway,Germany,0,1.0
5105,1993,f,J,Norway,Germany,0,1.0
5106,1994,f,J,Norway,Germany,1,1.0
5107,1995,f,J,Norway,Germany,0,1.0
5108,1997,f,J,Norway,Germany,0,1.0
5109,1998,f,J,Norway,Germany,0,1.0
5110,1999,f,J,Norway,Germany,3,1.0
5111,2000,f,J,Norway,Germany,3,1.0
5112,2001,f,J,Norway,Germany,3,1.0
5113,2003,f,J,Norway,Germany,0,1.0
5114,2004,f,J,Norway,Germany,1,1.0
5115,2005,f,J,Norway,Germany,0,1.0
5116,2006,f,J,Norway,Germany,1,1.0
5117,2007,f,J,Norway,Germany,0,1.0
5118,2008,f,J,Norway,Germany,0,1.0
5119,2009,f,J,Norway,Germany,6,1.0
5120,2010,f,J,Norway,Germany,12,1.0
5121,2011,f,J,Norway,Germany,5,1.0
5122,2012,f,J,Norway,Germany,3,1.0
5123,2013,f,J,Norway,Germany,0,1.0
5124,2014,f,J,Norway,Germany,0,1.0
5125,2015,f,J,Norway,Germany,0,1.0
5126,2016,f,J,Norway,Germany,0,1.0
5127,2016,f,T,Norway,Germany,0,1.0
5128,1975,f,J,Norway,Ireland,4,0.0
5129,1976,f,J,Norway,Ireland,0,0.0
5130,1977,f,J,Norway,Ireland,12,0.0
5131,1978,f,J,Norway,Ireland,12,0.0
5132,1979,f,J,Norway,Ireland,5,0.0
5133,1980,f,J,Norway,Ireland,12,0.0
5134,1981,f,J,Norway,Ireland,0,0.0
5135,1982,f,J,Norway,Ireland,2,0.0
5136,1984,f,J,Norway,Ireland,4,0.0
5137,1985,f,J,Norway,Ireland,3,0.0
5138,1986,f,J,Norway,Ireland,2,0.0
5139,1987,f,J,Norway,Ireland,8,0.0
5140,1988,f,J,Norway,Ireland,7,0.0
5141,1989,f,J,Norway,Ireland,3,0.0
5142,1990,f,J,Norway,Ireland,8,0.0
5143,1991,f,J,Norway,Ireland,0,0.0
5144,1992,f,J,Norway,Ireland,7,0.0
5145,1993,f,J,Norway,Ireland,12,0.0
5146,1994,f,J,Norway,Ireland,12,0.0
5147,1995,f,J,Norway,Ireland,1,0.0
5148,1996,f,J,Norway,Ireland,10,0.0
5149,1997,f,J,Norway,Ireland,3,0.0
5150,1998,f,J,Norway,Ireland,4,0.0
5151,1999,f,J,Norway,Ireland,1,0.0
5152,2000,f,J,Norway,Ireland,6,0.0
5153,2001,f,J,Norway,Ireland,0,0.0
5154,2003,f,J,Norway,Ireland,6,0.0
5155,2004,f,J,Norway,Ireland,0,0.0
5156,2005,sf,J,Norway,Ireland,0,0.0
5157,2006,f,J,Norway,Ireland,7,0.0
5158,2006,sf,J,Norway,Ireland,6,0.0
5159,2007,f,J,Norway,Ireland,0,0.0
5160,2008,sf1,J,Norway,Ireland,1,0.0
5161,2009,sf2,J,Norway,Ireland,4,0.0
5162,2010,f,J,Norway,Ireland,0,0.0
5163,2010,sf2,J,Norway,Ireland,6,0.0
5164,2011,f,J,Norway,Ireland,0,0.0
5165,2012,f,J,Norway,Ireland,0,0.0
5166,2013,f,J,Norway,Ireland,0,0.0
5167,2014,sf2,J,Norway,Ireland,3,0.0
5168,2016,sf2,J,Norway,Ireland,3,0.0
5169,2016,sf2,T,Norway,Ireland,2,0.0
5170,1975,f,J,Norway,Israel,5,0.0
5171,1976,f,J,Norway,Israel,7,0.0
5172,1977,f,J,Norway,Israel,5,0.0
5173,1978,f,J,Norway,Israel,8,0.0
5174,1979,f,J,Norway,Israel,12,0.0
5175,1981,f,J,Norway,Israel,8,0.0
5176,1982,f,J,Norway,Israel,1,0.0
5177,1983,f,J,Norway,Israel,6,0.0
5178,1985,f,J,Norway,Israel,10,0.0
5179,1986,f,J,Norway,Israel,1,0.0
5180,1987,f,J,Norway,Israel,2,0.0
5181,1988,f,J,Norway,Israel,0,0.0
5182,1989,f,J,Norway,Israel,0,0.0
5183,1990,f,J,Norway,Israel,0,0.0
5184,1991,f,J,Norway,Israel,7,0.0
5185,1992,f,J,Norway,Israel,2,0.0
5186,1993,f,J,Norway,Israel,0,0.0
5187,1995,f,J,Norway,Israel,0,0.0
5188,1998,f,J,Norway,Israel,3,0.0
5189,1999,f,J,Norway,Israel,2,0.0
5190,2000,f,J,Norway,Israel,0,0.0
5191,2001,f,J,Norway,Israel,0,0.0
5192,2003,f,J,Norway,Israel,0,0.0
5193,2004,sf,J,Norway,Israel,0,0.0
5194,2005,f,J,Norway,Israel,5,0.0
5195,2005,sf,J,Norway,Israel,0,0.0
5196,2006,f,J,Norway,Israel,0,0.0
5197,2007,sf,J,Norway,Israel,0,0.0
5198,2008,f,J,Norway,Israel,3,0.0
5199,2008,sf1,J,Norway,Israel,10,0.0
5200,2009,f,J,Norway,Israel,0,0.0
5201,2010,f,J,Norway,Israel,5,0.0
5202,2010,sf2,J,Norway,Israel,7,0.0
5203,2013,sf2,J,Norway,Israel,0,0.0
5204,2014,sf2,J,Norway,Israel,0,0.0
5205,2015,f,J,Norway,Israel,4,0.0
5206,2016,f,J,Norway,Israel,3,0.0
5207,2016,f,T,Norway,Israel,0,0.0
5208,2016,sf2,J,Norway,Israel,5,0.0
5209,2016,sf2,T,Norway,Israel,1,0.0
5210,1975,f,J,Norway,Italy,6,0.0
5211,1976,f,J,Norway,Italy,3,0.0
5212,1977,f,J,Norway,Italy,0,0.0
5213,1978,f,J,Norway,Italy,6,0.0
5214,1979,f,J,Norway,Italy,3,0.0
5215,1980,f,J,Norway,Italy,2,0.0
5216,1983,f,J,Norway,Italy,0,0.0
5217,1984,f,J,Norway,Italy,1,0.0
5218,1985,f,J,Norway,Italy,0,0.0
5219,1987,f,J,Norway,Italy,0,0.0
5220,1988,f,J,Norway,Italy,3,0.0
5221,1989,f,J,Norway,Italy,0,0.0
5222,1990,f,J,Norway,Italy,0,0.0
5223,1991,f,J,Norway,Italy,10,0.0
5224,1992,f,J,Norway,Italy,12,0.0
5225,1993,f,J,Norway,Italy,0,0.0
5226,1997,f,J,Norway,Italy,0,0.0
5227,2011,f,J,Norway,Italy,0,0.0
5228,2012,f,J,Norway,Italy,4,0.0
5229,2013,f,J,Norway,Italy,0,0.0
5230,2014,f,J,Norway,Italy,0,0.0
5231,2015,f,J,Norway,Italy,5,0.0
5232,2016,f,J,Norway,Italy,12,0.0
5233,2016,f,T,Norway,Italy,0,0.0
5234,1975,f,J,Norway,Luxembourg,0,0.0
5235,1976,f,J,Norway,Luxembourg,0,0.0
5236,1977,f,J,Norway,Luxembourg,0,0.0
5237,1978,f,J,Norway,Luxembourg,0,0.0
5238,1979,f,J,Norway,Luxembourg,2,0.0
5239,1980,f,J,Norway,Luxembourg,7,0.0
5240,1981,f,J,Norway,Luxembourg,0,0.0
5241,1982,f,J,Norway,Luxembourg,7,0.0
5242,1983,f,J,Norway,Luxembourg,0,0.0
5243,1984,f,J,Norway,Luxembourg,0,0.0
5244,1985,f,J,Norway,Luxembourg,4,0.0
5245,1986,f,J,Norway,Luxembourg,12,0.0
5246,1987,f,J,Norway,Luxembourg,0,0.0
5247,1988,f,J,Norway,Luxembourg,6,0.0
5248,1989,f,J,Norway,Luxembourg,0,0.0
5249,1990,f,J,Norway,Luxembourg,0,0.0
5250,1991,f,J,Norway,Luxembourg,0,0.0
5251,1992,f,J,Norway,Luxembourg,0,0.0
5252,1993,f,J,Norway,Luxembourg,0,0.0
5253,1975,f,J,Norway,Malta,2,0.0
5254,1991,f,J,Norway,Malta,6,0.0
5255,1992,f,J,Norway,Malta,0,0.0
5256,1993,f,J,Norway,Malta,0,0.0
5257,1994,f,J,Norway,Malta,0,0.0
5258,1995,f,J,Norway,Malta,0,0.0
5259,1996,f,J,Norway,Malta,1,0.0
5260,1997,f,J,Norway,Malta,10,0.0
5261,1998,f,J,Norway,Malta,12,0.0
5262,1999,f,J,Norway,Malta,0,0.0
5263,2000,f,J,Norway,Malta,2,0.0
5264,2001,f,J,Norway,Malta,5,0.0
5265,2003,f,J,Norway,Malta,0,0.0
5266,2004,f,J,Norway,Malta,0,0.0
5267,2004,sf,J,Norway,Malta,0,0.0
5268,2005,f,J,Norway,Malta,10,0.0
5269,2006,f,J,Norway,Malta,0,0.0
5270,2007,sf,J,Norway,Malta,0,0.0
5271,2009,f,J,Norway,Malta,0,0.0
5272,2011,sf1,J,Norway,Malta,2,0.0
5273,2012,f,J,Norway,Malta,0,0.0
5274,2012,sf2,J,Norway,Malta,0,0.0
5275,2013,f,J,Norway,Malta,10,0.0
5276,2013,sf2,J,Norway,Malta,12,0.0
5277,2014,f,J,Norway,Malta,0,0.0
5278,2014,sf2,J,Norway,Malta,2,0.0
5279,2016,f,J,Norway,Malta,0,0.0
5280,2016,f,T,Norway,Malta,0,0.0
5281,1975,f,J,Norway,Monaco,0,0.0
5282,1976,f,J,Norway,Monaco,5,0.0
5283,1977,f,J,Norway,Monaco,1,0.0
5284,1978,f,J,Norway,Monaco,4,0.0
5285,1979,f,J,Norway,Monaco,0,0.0
5286,2004,sf,J,Norway,Monaco,0,0.0
5287,2005,sf,J,Norway,Monaco,0,0.0
5288,2006,sf,J,Norway,Monaco,0,0.0
5289,1975,f,J,Norway,Norway,0,0.0
5290,1976,f,J,Norway,Norway,0,0.0
5291,1977,f,J,Norway,Norway,0,0.0
5292,1978,f,J,Norway,Norway,0,0.0
5293,1979,f,J,Norway,Norway,0,0.0
5294,1980,f,J,Norway,Norway,0,0.0
5295,1981,f,J,Norway,Norway,0,0.0
5296,1982,f,J,Norway,Norway,0,0.0
5297,1983,f,J,Norway,Norway,0,0.0
5298,1984,f,J,Norway,Norway,0,0.0
5299,1985,f,J,Norway,Norway,0,0.0
5300,1986,f,J,Norway,Norway,0,0.0
5301,1987,f,J,Norway,Norway,0,0.0
5302,1988,f,J,Norway,Norway,0,0.0
5303,1989,f,J,Norway,Norway,0,0.0
5304,1990,f,J,Norway,Norway,0,0.0
5305,1991,f,J,Norway,Norway,0,0.0
5306,1992,f,J,Norway,Norway,0,0.0
5307,1993,f,J,Norway,Norway,0,0.0
5308,1994,f,J,Norway,Norway,0,0.0
5309,1995,f,J,Norway,Norway,0,0.0
5310,1996,f,J,Norway,Norway,0,0.0
5311,1997,f,J,Norway,Norway,0,0.0
5312,1998,f,J,Norway,Norway,0,0.0
5313,1999,f,J,Norway,Norway,0,0.0
5314,2000,f,J,Norway,Norway,0,0.0
5315,2001,f,J,Norway,Norway,0,0.0
5316,2003,f,J,Norway,Norway,0,0.0
5317,2004,f,J,Norway,Norway,0,0.0
5318,2005,f,J,Norway,Norway,0,0.0
5319,2005,sf,J,Norway,Norway,0,0.0
5320,2006,f,J,Norway,Norway,0,0.0
5321,2007,sf,J,Norway,Norway,0,0.0
5322,2008,f,J,Norway,Norway,0,0.0
5323,2008,sf1,J,Norway,Norway,0,0.0
5324,2009,f,J,Norway,Norway,0,0.0
5325,2009,sf2,J,Norway,Norway,0,0.0
5326,2010,f,J,Norway,Norway,0,0.0
5327,2011,sf1,J,Norway,Norway,0,0.0
5328,2012,f,J,Norway,Norway,0,0.0
5329,2012,sf2,J,Norway,Norway,0,0.0
5330,2013,f,J,Norway,Norway,0,0.0
5331,2013,sf2,J,Norway,Norway,0,0.0
5332,2014,f,J,Norway,Norway,0,0.0
5333,2014,sf2,J,Norway,Norway,0,0.0
5334,1975,f,J,Norway,Portugal,0,0.0
5335,1976,f,J,Norway,Portugal,0,0.0
5336,1977,f,J,Norway,Portugal,0,0.0
5337,1978,f,J,Norway,Portugal,0,0.0
5338,1979,f,J,Norway,Portugal,6,0.0
5339,1980,f,J,Norway,Portugal,8,0.0
5340,1981,f,J,Norway,Portugal,0,0.0
5341,1982,f,J,Norway,Portugal,0,0.0
5342,1983,f,J,Norway,Portugal,0,0.0
5343,1984,f,J,Norway,Portugal,0,0.0
5344,1985,f,J,Norway,Portugal,0,0.0
5345,1986,f,J,Norway,Portugal,4,0.0
5346,1987,f,J,Norway,Portugal,0,0.0
5347,1988,f,J,Norway,Portugal,0,0.0
5348,1989,f,J,Norway,Portugal,1,0.0
5349,1990,f,J,Norway,Portugal,0,0.0
5350,1991,f,J,Norway,Portugal,2,0.0
5351,1992,f,J,Norway,Portugal,0,0.0
5352,1993,f,J,Norway,Portugal,5,0.0
5353,1994,f,J,Norway,Portugal,0,0.0
5354,1995,f,J,Norway,Portugal,0,0.0
5355,1996,f,J,Norway,Portugal,12,0.0
5356,1997,f,J,Norway,Portugal,0,0.0
5357,1998,f,J,Norway,Portugal,0,0.0
5358,1999,f,J,Norway,Portugal,0,0.0
5359,2001,f,J,Norway,Portugal,0,0.0
5360,2003,f,J,Norway,Portugal,0,0.0
5361,2004,sf,J,Norway,Portugal,0,0.0
5362,2005,sf,J,Norway,Portugal,0,0.0
5363,2006,sf,J,Norway,Portugal,0,0.0
5364,2007,sf,J,Norway,Portugal,0,0.0
5365,2008,f,J,Norway,Portugal,0,0.0
5366,2009,f,J,Norway,Portugal,0,0.0
5367,2010,f,J,Norway,Portugal,0,0.0
5368,2011,sf1,J,Norway,Portugal,0,0.0
5369,2012,sf2,J,Norway,Portugal,5,0.0
5370,1975,f,J,Norway,Spain,3,0.0
5371,1976,f,J,Norway,Spain,0,0.0
5372,1977,f,J,Norway,Spain,0,0.0
5373,1978,f,J,Norway,Spain,0,0.0
5374,1979,f,J,Norway,Spain,1,0.0
5375,1980,f,J,Norway,Spain,0,0.0
5376,1981,f,J,Norway,Spain,10,0.0
5377,1982,f,J,Norway,Spain,0,0.0
5378,1983,f,J,Norway,Spain,0,0.0
5379,1984,f,J,Norway,Spain,6,0.0
5380,1985,f,J,Norway,Spain,0,0.0
5381,1986,f,J,Norway,Spain,0,0.0
5382,1987,f,J,Norway,Spain,0,0.0
5383,1988,f,J,Norway,Spain,2,0.0
5384,1989,f,J,Norway,Spain,4,0.0
5385,1990,f,J,Norway,Spain,5,0.0
5386,1991,f,J,Norway,Spain,4,0.0
5387,1992,f,J,Norway,Spain,5,0.0
5388,1993,f,J,Norway,Spain,1,0.0
5389,1994,f,J,Norway,Spain,0,0.0
5390,1995,f,J,Norway,Spain,0,0.0
5391,1996,f,J,Norway,Spain,0,0.0
5392,1997,f,J,Norway,Spain,0,0.0
5393,1998,f,J,Norway,Spain,0,0.0
5394,1999,f,J,Norway,Spain,0,0.0
5395,2000,f,J,Norway,Spain,0,0.0
5396,2001,f,J,Norway,Spain,4,0.0
5397,2003,f,J,Norway,Spain,0,0.0
5398,2004,f,J,Norway,Spain,0,0.0
5399,2005,f,J,Norway,Spain,0,0.0
5400,2006,f,J,Norway,Spain,0,0.0
5401,2007,f,J,Norway,Spain,0,0.0
5402,2008,f,J,Norway,Spain,0,0.0
5403,2009,f,J,Norway,Spain,0,0.0
5404,2010,f,J,Norway,Spain,0,0.0
5405,2011,f,J,Norway,Spain,0,0.0
5406,2012,f,J,Norway,Spain,0,0.0
5407,2013,f,J,Norway,Spain,0,0.0
5408,2014,f,J,Norway,Spain,5,0.0
5409,2015,f,J,Norway,Spain,0,0.0
5410,2016,f,J,Norway,Spain,7,0.0
5411,2016,f,T,Norway,Spain,0,0.0
5412,1975,f,J,Norway,Sweden,8,1.0
5413,1977,f,J,Norway,Sweden,0,1.0
5414,1978,f,J,Norway,Sweden,10,1.0
5415,1979,f,J,Norway,Sweden,0,1.0
5416,1980,f,J,Norway,Sweden,0,1.0
5417,1981,f,J,Norway,Sweden,6,1.0
5418,1982,f,J,Norway,Sweden,8,1.0
5419,1983,f,J,Norway,Sweden,12,1.0
5420,1984,f,J,Norway,Sweden,10,1.0
5421,1985,f,J,Norway,Sweden,12,1.0
5422,1986,f,J,Norway,Sweden,7,1.0
5423,1987,f,J,Norway,Sweden,0,1.0
5424,1988,f,J,Norway,Sweden,12,1.0
5425,1989,f,J,Norway,Sweden,8,1.0
5426,1990,f,J,Norway,Sweden,6,1.0
5427,1991,f,J,Norway,Sweden,8,1.0
5428,1992,f,J,Norway,Sweden,0,1.0
5429,1993,f,J,Norway,Sweden,0,1.0
5430,1994,f,J,Norway,Sweden,10,1.0
5431,1995,f,J,Norway,Sweden,8,1.0
5432,1996,f,J,Norway,Sweden,6,1.0
5433,1997,f,J,Norway,Sweden,8,1.0
5434,1998,f,J,Norway,Sweden,10,1.0
5435,1999,f,J,Norway,Sweden,12,1.0
5436,2000,f,J,Norway,Sweden,5,1.0
5437,2001,f,J,Norway,Sweden,2,1.0
5438,2003,f,J,Norway,Sweden,7,1.0
5439,2004,f,J,Norway,Sweden,12,1.0
5440,2005,f,J,Norway,Sweden,1,1.0
5441,2006,f,J,Norway,Sweden,10,1.0
5442,2006,sf,J,Norway,Sweden,10,1.0
5443,2007,f,J,Norway,Sweden,12,1.0
5444,2008,f,J,Norway,Sweden,7,1.0
5445,2009,f,J,Norway,Sweden,4,1.0
5446,2010,sf2,J,Norway,Sweden,12,1.0
5447,2011,f,J,Norway,Sweden,10,1.0
5448,2012,f,J,Norway,Sweden,12,1.0
5449,2012,sf2,J,Norway,Sweden,12,1.0
5450,2013,f,J,Norway,Sweden,12,1.0
5451,2014,f,J,Norway,Sweden,8,1.0
5452,2015,f,J,Norway,Sweden,12,1.0
5453,2016,f,J,Norway,Sweden,0,1.0
5454,2016,f,T,Norway,Sweden,7,1.0
5455,1975,f,J,Norway,Switzerland,1,0.0
5456,1976,f,J,Norway,Switzerland,10,0.0
5457,1977,f,J,Norway,Switzerland,10,0.0
5458,1978,f,J,Norway,Switzerland,5,0.0
5459,1979,f,J,Norway,Switzerland,8,0.0
5460,1980,f,J,Norway,Switzerland,10,0.0
5461,1981,f,J,Norway,Switzerland,12,0.0
5462,1982,f,J,Norway,Switzerland,4,0.0
5463,1983,f,J,Norway,Switzerland,1,0.0
5464,1984,f,J,Norway,Switzerland,0,0.0
5465,1985,f,J,Norway,Switzerland,5,0.0
5466,1986,f,J,Norway,Switzerland,5,0.0
5467,1987,f,J,Norway,Switzerland,0,0.0
5468,1988,f,J,Norway,Switzerland,8,0.0
5469,1989,f,J,Norway,Switzerland,0,0.0
5470,1990,f,J,Norway,Switzerland,0,0.0
5471,1991,f,J,Norway,Switzerland,3,0.0
5472,1992,f,J,Norway,Switzerland,0,0.0
5473,1993,f,J,Norway,Switzerland,3,0.0
5474,1994,f,J,Norway,Switzerland,0,0.0
5475,1996,f,J,Norway,Switzerland,0,0.0
5476,1997,f,J,Norway,Switzerland,0,0.0
5477,1998,f,J,Norway,Switzerland,0,0.0
5478,2000,f,J,Norway,Switzerland,0,0.0
5479,2004,sf,J,Norway,Switzerland,0,0.0
5480,2005,f,J,Norway,Switzerland,3,0.0
5481,2005,sf,J,Norway,Switzerland,2,0.0
5482,2006,f,J,Norway,Switzerland,0,0.0
5483,2007,sf,J,Norway,Switzerland,0,0.0
5484,2010,sf2,J,Norway,Switzerland,0,0.0
5485,2011,f,J,Norway,Switzerland,0,0.0
5486,2011,sf1,J,Norway,Switzerland,6,0.0
5487,2013,sf2,J,Norway,Switzerland,3,0.0
5488,2014,f,J,Norway,Switzerland,0,0.0
5489,2014,sf2,J,Norway,Switzerland,0,0.0
5490,2016,sf2,J,Norway,Switzerland,0,0.0
5491,2016,sf2,T,Norway,Switzerland,0,0.0
5492,1975,f,J,Norway,The Netherlands,12,0.0
5493,1976,f,J,Norway,The Netherlands,1,0.0
5494,1977,f,J,Norway,The Netherlands,0,0.0
5495,1978,f,J,Norway,The Netherlands,0,0.0
5496,1979,f,J,Norway,The Netherlands,4,0.0
5497,1980,f,J,Norway,The Netherlands,0,0.0
5498,1981,f,J,Norway,The Netherlands,0,0.0
5499,1982,f,J,Norway,The Netherlands,0,0.0
5500,1983,f,J,Norway,The Netherlands,7,0.0
5501,1984,f,J,Norway,The Netherlands,0,0.0
5502,1986,f,J,Norway,The Netherlands,0,0.0
5503,1987,f,J,Norway,The Netherlands,0,0.0
5504,1988,f,J,Norway,The Netherlands,0,0.0
5505,1989,f,J,Norway,The Netherlands,0,0.0
5506,1990,f,J,Norway,The Netherlands,0,0.0
5507,1992,f,J,Norway,The Netherlands,4,0.0
5508,1993,f,J,Norway,The Netherlands,10,0.0
5509,1994,f,J,Norway,The Netherlands,0,0.0
5510,1996,f,J,Norway,The Netherlands,0,0.0
5511,1997,f,J,Norway,The Netherlands,0,0.0
5512,1998,f,J,Norway,The Netherlands,8,0.0
5513,1999,f,J,Norway,The Netherlands,0,0.0
5514,2000,f,J,Norway,The Netherlands,0,0.0
5515,2001,f,J,Norway,The Netherlands,0,0.0
5516,2003,f,J,Norway,The Netherlands,5,0.0
5517,2004,f,J,Norway,The Netherlands,0,0.0
5518,2004,sf,J,Norway,The Netherlands,2,0.0
5519,2005,sf,J,Norway,The Netherlands,0,0.0
5520,2006,sf,J,Norway,The Netherlands,0,0.0
5521,2007,sf,J,Norway,The Netherlands,1,0.0
5522,2008,sf1,J,Norway,The Netherlands,7,0.0
5523,2009,sf2,J,Norway,The Netherlands,0,0.0
5524,2010,sf2,J,Norway,The Netherlands,3,0.0
5525,2012,sf2,J,Norway,The Netherlands,3,0.0
5526,2013,f,J,Norway,The Netherlands,8,0.0
5527,2014,f,J,Norway,The Netherlands,12,0.0
5528,2016,f,J,Norway,The Netherlands,6,0.0
