,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
457,0.707,0.931,7,-5.374,1,0.0897,0.11,0.0,0.262,0.762,108.107,audio_features,771It91cI450TNGMVLcYzX,spotify:track:771It91cI450TNGMVLcYzX,https://api.spotify.com/v1/tracks/771It91cI450TNGMVLcYzX,https://api.spotify.com/v1/audio-analysis/771It91cI450TNGMVLcYzX,166050,4,No Prejudice
458,0.3,0.316,11,-7.351,0,0.0311,0.834,0.0,0.183,0.311,85.076,audio_features,3xTzDgXwnvIR5G3Qzd8aQP,spotify:track:3xTzDgXwnvIR5G3Qzd8aQP,https://api.spotify.com/v1/tracks/3xTzDgXwnvIR5G3Qzd8aQP,https://api.spotify.com/v1/audio-analysis/3xTzDgXwnvIR5G3Qzd8aQP,179947,3,Start a Fire
459,0.312,0.333,4,-7.981,0,0.032,0.859,0.0,0.102,0.251,87.194,audio_features,2hzIMz6NUX0oOlLCtcnXBn,spotify:track:2hzIMz6NUX0oOlLCtcnXBn,https://api.spotify.com/v1/tracks/2hzIMz6NUX0oOlLCtcnXBn,https://api.spotify.com/v1/audio-analysis/2hzIMz6NUX0oOlLCtcnXBn,182493,4,Mother
460,0.705,0.363,6,-11.379,1,0.0328,0.509,0.172,0.111,0.416,116.023,audio_features,3mWdxSsbIK45Brors2XWR1,spotify:track:3mWdxSsbIK45Brors2XWR1,https://api.spotify.com/v1/tracks/3mWdxSsbIK45Brors2XWR1,https://api.spotify.com/v1/audio-analysis/3mWdxSsbIK45Brors2XWR1,184379,4,Calm After the Storm
461,0.19,0.582,0,-5.358,0,0.0378,0.317,0.0,0.109,0.235,53.311,audio_features,1bAMRpm6JOcWrt5CUUOeNw,spotify:track:1bAMRpm6JOcWrt5CUUOeNw,https://api.spotify.com/v1/tracks/1bAMRpm6JOcWrt5CUUOeNw,https://api.spotify.com/v1/audio-analysis/1bAMRpm6JOcWrt5CUUOeNw,186533,4,Moj svijet Moj svijet
462,0.502,0.695,1,-6.285,1,0.037,0.0238,1.32e-05,0.0602,0.317,128.049,audio_features,0kekgA2kWSWkCoqaeRuxpk,spotify:track:0kekgA2kWSWkCoqaeRuxpk,https://api.spotify.com/v1/tracks/0kekgA2kWSWkCoqaeRuxpk,https://api.spotify.com/v1/audio-analysis/0kekgA2kWSWkCoqaeRuxpk,177187,4,Coming Home
463,0.348,0.201,9,-10.911,1,0.037,0.864,2.14e-05,0.1,0.243,74.521,audio_features,4FaLpfPfxHBPA0LJcSsrYA,spotify:track:4FaLpfPfxHBPA0LJcSsrYA,https://api.spotify.com/v1/tracks/4FaLpfPfxHBPA0LJcSsrYA,https://api.spotify.com/v1/audio-analysis/4FaLpfPfxHBPA0LJcSsrYA,177186,4,Silent Storm
464,0.425,0.503,2,-6.324,0,0.0256,0.142,0.0,0.105,0.23,81.653,audio_features,1ijX03QOR6a1wI322HifSV,spotify:track:1ijX03QOR6a1wI322HifSV,https://api.spotify.com/v1/tracks/1ijX03QOR6a1wI322HifSV,https://api.spotify.com/v1/audio-analysis/1ijX03QOR6a1wI322HifSV,183000,4,Rise Like a Phoenix
465,0.556,0.88,0,-6.456,1,0.0559,0.00049,0.0,0.247,0.366,146.051,audio_features,0i99ZWeMYZalyfqFvoj3ob,spotify:track:0i99ZWeMYZalyfqFvoj3ob,https://api.spotify.com/v1/tracks/0i99ZWeMYZalyfqFvoj3ob,https://api.spotify.com/v1/audio-analysis/0i99ZWeMYZalyfqFvoj3ob,180413,4,Something Better
466,0.804,0.797,1,-4.148,0,0.0675,0.178,0.0,0.0731,0.894,95.028,audio_features,4g7dROdE3ceRrBqmXR5TNF,spotify:track:4g7dROdE3ceRrBqmXR5TNF,https://api.spotify.com/v1/tracks/4g7dROdE3ceRrBqmXR5TNF,https://api.spotify.com/v1/audio-analysis/4g7dROdE3ceRrBqmXR5TNF,176901,4,Cheesecake
467,0.545,0.877,1,-5.404,0,0.0513,0.00463,0.0,0.102,0.743,128.012,audio_features,4C2wnoXZQIkQ6UKbBthh9l,spotify:track:4C2wnoXZQIkQ6UKbBthh9l,https://api.spotify.com/v1/tracks/4C2wnoXZQIkQ6UKbBthh9l,https://api.spotify.com/v1/audio-analysis/4C2wnoXZQIkQ6UKbBthh9l,194062,4,To the Sky
468,0.569,0.889,4,-4.432,0,0.0693,0.141,2.62e-05,0.0972,0.92,176.854,audio_features,5pX8S6xCA08WHIbddDnGRP,spotify:track:5pX8S6xCA08WHIbddDnGRP,https://api.spotify.com/v1/tracks/5pX8S6xCA08WHIbddDnGRP,https://api.spotify.com/v1/audio-analysis/5pX8S6xCA08WHIbddDnGRP,186573,4,Hunter of Stars
469,0.554,0.868,9,-3.875,1,0.0378,0.0184,0.0,0.18,0.346,135.076,audio_features,4ZasjgiZoU8JR5WEzJhhlf,spotify:track:4ZasjgiZoU8JR5WEzJhhlf,https://api.spotify.com/v1/tracks/4ZasjgiZoU8JR5WEzJhhlf,https://api.spotify.com/v1/audio-analysis/4ZasjgiZoU8JR5WEzJhhlf,183147,4,Miracle
470,0.751,0.738,7,-6.263,0,0.0679,0.175,0.0,0.311,0.772,128.001,audio_features,2yexaJabgZ6OBOeYSr6JSy,spotify:track:2yexaJabgZ6OBOeYSr6JSy,https://api.spotify.com/v1/tracks/2yexaJabgZ6OBOeYSr6JSy,https://api.spotify.com/v1/audio-analysis/2yexaJabgZ6OBOeYSr6JSy,234988,4,Is It Right
471,0.656,0.894,3,-5.277,0,0.0439,0.00427,3.19e-05,0.0881,0.787,128.0,audio_features,6ILOO5bZA9x6zanAMO0hKr,spotify:track:6ILOO5bZA9x6zanAMO0hKr,https://api.spotify.com/v1/tracks/6ILOO5bZA9x6zanAMO0hKr,https://api.spotify.com/v1/audio-analysis/6ILOO5bZA9x6zanAMO0hKr,169181,4,Moustache
472,0.648,0.926,9,-4.177,0,0.0394,0.0884,0.0,0.0702,0.92,135.91,audio_features,0DkS9GB9fVpgmIY0I87QOJ,spotify:track:0DkS9GB9fVpgmIY0I87QOJ,https://api.spotify.com/v1/tracks/0DkS9GB9fVpgmIY0I87QOJ,https://api.spotify.com/v1/audio-analysis/0DkS9GB9fVpgmIY0I87QOJ,211493,4,La mia citta
473,0.601,0.668,0,-6.625,1,0.042,0.675,6.15e-05,0.0984,0.422,130.006,audio_features,3ewuFERsiKOq5noSzJl6Uh,spotify:track:3ewuFERsiKOq5noSzJl6Uh,https://api.spotify.com/v1/tracks/3ewuFERsiKOq5noSzJl6Uh,https://api.spotify.com/v1/audio-analysis/3ewuFERsiKOq5noSzJl6Uh,172770,4,Dancing in the Rain
474,0.779,0.838,8,-4.078,1,0.0552,0.0506,0.0,0.0523,0.711,111.98,audio_features,6r8sLTu4D4k27kmeSoCTzB,spotify:track:6r8sLTu4D4k27kmeSoCTzB,https://api.spotify.com/v1/tracks/6r8sLTu4D4k27kmeSoCTzB,https://api.spotify.com/v1/audio-analysis/6r8sLTu4D4k27kmeSoCTzB,181010,4,Cliche Love Song
475,0.445,0.812,8,-5.049,1,0.0431,0.0276,0.0,0.148,0.865,206.003,audio_features,438rvMKzU8eMENdVxCI30n,spotify:track:438rvMKzU8eMENdVxCI30n,https://api.spotify.com/v1/tracks/438rvMKzU8eMENdVxCI30n,https://api.spotify.com/v1/audio-analysis/438rvMKzU8eMENdVxCI30n,180872,4,I Want Your Love
476,0.445,0.542,7,-7.773,1,0.0333,0.026,0.0,0.368,0.244,121.058,audio_features,5CQLfHofUitm7Ih1w9plVB,spotify:track:5CQLfHofUitm7Ih1w9plVB,https://api.spotify.com/v1/tracks/5CQLfHofUitm7Ih1w9plVB,https://api.spotify.com/v1/audio-analysis/5CQLfHofUitm7Ih1w9plVB,180478,3,Face the Shadow
477,0.821,0.513,7,-5.388,1,0.0436,0.0802,0.0,0.067,0.308,90.008,audio_features,3O2MsMZHCgSbRGEca5ML1N,spotify:track:3O2MsMZHCgSbRGEca5ML1N,https://api.spotify.com/v1/tracks/3O2MsMZHCgSbRGEca5ML1N,https://api.spotify.com/v1/audio-analysis/3O2MsMZHCgSbRGEca5ML1N,172153,4,Rhythm Inside
478,0.394,0.84,9,-6.204,1,0.0511,0.00153,0.0,0.365,0.833,97.161,audio_features,1BF3qOywe1YEn9DP39PDYL,spotify:track:1BF3qOywe1YEn9DP39PDYL,https://api.spotify.com/v1/tracks/1BF3qOywe1YEn9DP39PDYL,https://api.spotify.com/v1/audio-analysis/1BF3qOywe1YEn9DP39PDYL,86360,4,Aina mun pitaa
479,0.25,0.629,2,-7.381,0,0.0393,0.171,0.0,0.416,0.27,167.209,audio_features,2fBHIfKDD61I5G10SPBOuJ,spotify:track:2fBHIfKDD61I5G10SPBOuJ,https://api.spotify.com/v1/tracks/2fBHIfKDD61I5G10SPBOuJ,https://api.spotify.com/v1/audio-analysis/2fBHIfKDD61I5G10SPBOuJ,167794,5,One Last Breath
480,0.626,0.835,7,-5.059,0,0.0451,0.377,1.19e-06,0.39,0.699,138.031,audio_features,4K1MaVNELfr2Vktqgcpn1w,spotify:track:4K1MaVNELfr2Vktqgcpn1w,https://api.spotify.com/v1/tracks/4K1MaVNELfr2Vktqgcpn1w,https://api.spotify.com/v1/audio-analysis/4K1MaVNELfr2Vktqgcpn1w,179130,4,Goodbye to Yesterday
481,0.598,0.636,0,-8.453,1,0.0337,0.627,0.0,0.0863,0.395,120.072,audio_features,0kMcVINAOVQxTRJjwkSXGy,spotify:track:0kMcVINAOVQxTRJjwkSXGy,https://api.spotify.com/v1/tracks/0kMcVINAOVQxTRJjwkSXGy,https://api.spotify.com/v1/audio-analysis/0kMcVINAOVQxTRJjwkSXGy,181892,4,Autumn Leaves
482,0.594,0.725,10,-6.935,0,0.0385,0.0387,0.0,0.355,0.462,129.0,audio_features,5Rj2hTRHoX4dZB3EQZJmNN,spotify:track:5Rj2hTRHoX4dZB3EQZJmNN,https://api.spotify.com/v1/tracks/5Rj2hTRHoX4dZB3EQZJmNN,https://api.spotify.com/v1/audio-analysis/5Rj2hTRHoX4dZB3EQZJmNN,179105,4,Beauty Never Lies
483,0.33,0.181,2,-10.579,1,0.0354,0.839,0.0,0.18,0.238,174.051,audio_features,1tZjWXMJhOoi8BUeICyEeM,spotify:track:1tZjWXMJhOoi8BUeICyEeM,https://api.spotify.com/v1/tracks/1tZjWXMJhOoi8BUeICyEeM,https://api.spotify.com/v1/audio-analysis/1tZjWXMJhOoi8BUeICyEeM,184520,3,Wars for Nothing
484,0.564,0.84,7,-3.928,0,0.0388,0.0989,0.0,0.268,0.513,129.941,audio_features,6blg0qHCVx36QDBGmWpy7M,spotify:track:6blg0qHCVx36QDBGmWpy7M,https://api.spotify.com/v1/tracks/6blg0qHCVx36QDBGmWpy7M,https://api.spotify.com/v1/audio-analysis/6blg0qHCVx36QDBGmWpy7M,184385,4,Time
485,0.43,0.664,7,-3.958,1,0.0293,0.18,0.0,0.169,0.324,76.101,audio_features,6VlxdfLIfqf7saVOuerWyR,spotify:track:6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/tracks/6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/audio-analysis/6VlxdfLIfqf7saVOuerWyR,180382,4,A Million Voices
486,0.578,0.782,0,-2.227,1,0.0286,0.0909,0.0,0.242,0.838,125.015,audio_features,0pwulfH8zd2qkRfjTZnfwf,spotify:track:0pwulfH8zd2qkRfjTZnfwf,https://api.spotify.com/v1/tracks/0pwulfH8zd2qkRfjTZnfwf,https://api.spotify.com/v1/audio-analysis/0pwulfH8zd2qkRfjTZnfwf,185090,4,The Way You Are
487,0.434,0.719,9,-8.576,0,0.136,0.0193,0.0,0.24,0.354,155.181,audio_features,5dwFtkca9kB0Txtqxsaitl,spotify:track:5dwFtkca9kB0Txtqxsaitl,https://api.spotify.com/v1/tracks/5dwFtkca9kB0Txtqxsaitl,https://api.spotify.com/v1/audio-analysis/5dwFtkca9kB0Txtqxsaitl,186306,4,Im Alive
488,0.434,0.779,5,-7.906,0,0.057,0.000545,7.89e-05,0.233,0.434,141.122,audio_features,3kqPf4mg6OilhbrOwcaymg,spotify:track:3kqPf4mg6OilhbrOwcaymg,https://api.spotify.com/v1/tracks/3kqPf4mg6OilhbrOwcaymg,https://api.spotify.com/v1/audio-analysis/3kqPf4mg6OilhbrOwcaymg,182126,4,Warrior
489,0.565,0.801,8,-8.757,1,0.044,0.00106,0.0,0.0803,0.265,131.053,audio_features,1d3Fyi7PB6N5QBmqpNw5m0,spotify:track:1d3Fyi7PB6N5QBmqpNw5m0,https://api.spotify.com/v1/tracks/1d3Fyi7PB6N5QBmqpNw5m0,https://api.spotify.com/v1/audio-analysis/1d3Fyi7PB6N5QBmqpNw5m0,182000,4,This Time
490,0.339,0.454,6,-10.269,0,0.0313,0.542,0.0,0.0934,0.172,96.209,audio_features,1xQSkDI6H5L8ZAVnZcHuUf,spotify:track:1xQSkDI6H5L8ZAVnZcHuUf,https://api.spotify.com/v1/tracks/1xQSkDI6H5L8ZAVnZcHuUf,https://api.spotify.com/v1/audio-analysis/1xQSkDI6H5L8ZAVnZcHuUf,182861,4,Adio Adio
491,0.407,0.796,8,-4.061,1,0.0659,0.0872,5.23e-06,0.234,0.211,76.974,audio_features,48JX74tcnLsnTTMqlxUE8w,spotify:track:48JX74tcnLsnTTMqlxUE8w,https://api.spotify.com/v1/tracks/48JX74tcnLsnTTMqlxUE8w,https://api.spotify.com/v1/audio-analysis/48JX74tcnLsnTTMqlxUE8w,179669,4,Warrior
492,0.305,0.308,1,-8.081,0,0.0296,0.456,0.0,0.0975,0.167,146.675,audio_features,5ItPttWUpGtPedFVLhoCzN,spotify:track:5ItPttWUpGtPedFVLhoCzN,https://api.spotify.com/v1/tracks/5ItPttWUpGtPedFVLhoCzN,https://api.spotify.com/v1/audio-analysis/5ItPttWUpGtPedFVLhoCzN,185013,4,A Monster Like Me
493,0.51,0.531,1,-9.771,0,0.0291,0.0398,2.8e-06,0.165,0.132,111.533,audio_features,4rceFK6UFpsYD3FHPzqZc5,spotify:track:4rceFK6UFpsYD3FHPzqZc5,https://api.spotify.com/v1/tracks/4rceFK6UFpsYD3FHPzqZc5,https://api.spotify.com/v1/audio-analysis/4rceFK6UFpsYD3FHPzqZc5,179961,4,Ha um mar que nos separa
494,0.269,0.389,7,-8.429,0,0.0297,0.223,0.0,0.097,0.223,183.046,audio_features,36vwjnyJCJSv0jIhS3aiJh,spotify:track:36vwjnyJCJSv0jIhS3aiJh,https://api.spotify.com/v1/tracks/36vwjnyJCJSv0jIhS3aiJh,https://api.spotify.com/v1/audio-analysis/36vwjnyJCJSv0jIhS3aiJh,184891,3,Hope Never Dies
495,0.716,0.829,1,-5.37,0,0.0615,0.179,0.0,0.0705,0.705,115.033,audio_features,6YWFr8BHQrRL4b7RwuqS36,spotify:track:6YWFr8BHQrRL4b7RwuqS36,https://api.spotify.com/v1/tracks/6YWFr8BHQrRL4b7RwuqS36,https://api.spotify.com/v1/audio-analysis/6YWFr8BHQrRL4b7RwuqS36,180586,4,Golden Boy
496,0.448,0.292,7,-10.178,0,0.0496,0.122,0.016,0.119,0.157,144.419,audio_features,1hWgnVgAhxwP2YDLWeh8xh,spotify:track:1hWgnVgAhxwP2YDLWeh8xh,https://api.spotify.com/v1/tracks/1hWgnVgAhxwP2YDLWeh8xh,https://api.spotify.com/v1/audio-analysis/1hWgnVgAhxwP2YDLWeh8xh,199784,5,Love Injected
497,0.483,0.672,2,-5.137,1,0.04,0.0602,4.51e-05,0.306,0.194,106.232,audio_features,3XhbPuJJG3MlAP2exjHoVy,spotify:track:3XhbPuJJG3MlAP2exjHoVy,https://api.spotify.com/v1/tracks/3XhbPuJJG3MlAP2exjHoVy,https://api.spotify.com/v1/audio-analysis/3XhbPuJJG3MlAP2exjHoVy,179220,4,Hour of the Wolf
498,0.271,0.609,8,-7.029,1,0.0462,0.101,3.06e-05,0.297,0.456,194.086,audio_features,2HNAM0vurI7vKAYHu1Bz2t,spotify:track:2HNAM0vurI7vKAYHu1Bz2t,https://api.spotify.com/v1/tracks/2HNAM0vurI7vKAYHu1Bz2t,https://api.spotify.com/v1/audio-analysis/2HNAM0vurI7vKAYHu1Bz2t,179994,4,Unbroken
499,0.484,0.791,7,-4.27,1,0.0437,0.0743,0.0,0.0491,0.369,124.008,audio_features,77bIXIVIC4RKGCghtwWygK,spotify:track:77bIXIVIC4RKGCghtwWygK,https://api.spotify.com/v1/tracks/77bIXIVIC4RKGCghtwWygK,https://api.spotify.com/v1/audio-analysis/77bIXIVIC4RKGCghtwWygK,190613,4,Heroes
500,0.626,0.603,4,-6.221,0,0.042,0.0817,0.0,0.0973,0.338,139.805,audio_features,6gHVLO8022RixiK0sS1XhK,spotify:track:6gHVLO8022RixiK0sS1XhK,https://api.spotify.com/v1/tracks/6gHVLO8022RixiK0sS1XhK,https://api.spotify.com/v1/audio-analysis/6gHVLO8022RixiK0sS1XhK,182451,4,Time to Shine
501,0.349,0.383,3,-8.067,1,0.0349,0.546,0.0,0.37,0.456,180.323,audio_features,2JmRQyQP78XKWlhAK2Yzml,spotify:track:2JmRQyQP78XKWlhAK2Yzml,https://api.spotify.com/v1/tracks/2JmRQyQP78XKWlhAK2Yzml,https://api.spotify.com/v1/audio-analysis/2JmRQyQP78XKWlhAK2Yzml,180532,4,One Thing I Should Have Done
502,0.29,0.757,4,-5.288,0,0.173,0.00583,0.0,0.385,0.542,158.064,audio_features,6xi0LuKiKCnMTndYFamgCc,spotify:track:6xi0LuKiKCnMTndYFamgCc,https://api.spotify.com/v1/tracks/6xi0LuKiKCnMTndYFamgCc,https://api.spotify.com/v1/audio-analysis/6xi0LuKiKCnMTndYFamgCc,203907,4,Here for You
503,0.335,0.641,1,-6.824,1,0.0404,0.153,0.000189,0.177,0.134,81.927,audio_features,3QeIjbfwqVg9xwEKoxzfbN,spotify:track:3QeIjbfwqVg9xwEKoxzfbN,https://api.spotify.com/v1/tracks/3QeIjbfwqVg9xwEKoxzfbN,https://api.spotify.com/v1/audio-analysis/3QeIjbfwqVg9xwEKoxzfbN,176187,4,In the Name of Love
504,0.54,0.513,9,-5.835,0,0.029,0.755,0.0,0.102,0.212,126.16,audio_features,4khNyfoM49usoXWeW8KpL0,spotify:track:4khNyfoM49usoXWeW8KpL0,https://api.spotify.com/v1/tracks/4khNyfoM49usoXWeW8KpL0,https://api.spotify.com/v1/audio-analysis/4khNyfoM49usoXWeW8KpL0,182027,4,Noubliez pas
505,0.751,0.807,0,-4.431,1,0.0577,0.0271,0.0,0.0774,0.74,117.014,audio_features,4HtQzcTI6wh3Xjj4fAzz2l,spotify:track:4HtQzcTI6wh3Xjj4fAzz2l,https://api.spotify.com/v1/tracks/4HtQzcTI6wh3Xjj4fAzz2l,https://api.spotify.com/v1/audio-analysis/4HtQzcTI6wh3Xjj4fAzz2l,168901,4,Still in Love with You
506,0.52,0.499,1,-5.716,1,0.025,0.309,3.01e-06,0.104,0.245,82.793,audio_features,69lMeHeBoAkekQZROdMam2,spotify:track:69lMeHeBoAkekQZROdMam2,https://api.spotify.com/v1/tracks/69lMeHeBoAkekQZROdMam2,https://api.spotify.com/v1/audio-analysis/69lMeHeBoAkekQZROdMam2,180714,4,I Am Yours
507,0.571,0.664,10,-8.035,0,0.0507,5.06e-05,0.877,0.11,0.671,172.06,audio_features,7hruLVWfh8skKxezUJlC8V,spotify:track:7hruLVWfh8skKxezUJlC8V,https://api.spotify.com/v1/tracks/7hruLVWfh8skKxezUJlC8V,https://api.spotify.com/v1/audio-analysis/7hruLVWfh8skKxezUJlC8V,179988,4,Black Smoke
508,0.45,0.699,3,-3.686,0,0.0344,0.144,0.0,0.0961,0.113,127.092,audio_features,4ZiMMIaoK9sSI1iQIvHSq8,spotify:track:4ZiMMIaoK9sSI1iQIvHSq8,https://api.spotify.com/v1/tracks/4ZiMMIaoK9sSI1iQIvHSq8,https://api.spotify.com/v1/audio-analysis/4ZiMMIaoK9sSI1iQIvHSq8,184467,4,Amanecer
509,0.456,0.604,1,-6.361,1,0.0294,0.0595,0.000128,0.153,0.154,142.241,audio_features,4IzDqftkFXUR8G2vaTd3Rb,spotify:track:4IzDqftkFXUR8G2vaTd3Rb,https://api.spotify.com/v1/tracks/4IzDqftkFXUR8G2vaTd3Rb,https://api.spotify.com/v1/audio-analysis/4IzDqftkFXUR8G2vaTd3Rb,224680,4,Grande amore
510,0.652,0.898,7,-4.554,0,0.0773,0.00473,0.0269,0.152,0.576,126.027,audio_features,1oXBMCKtUPI4c2eRHziEMy,spotify:track:1oXBMCKtUPI4c2eRHziEMy,https://api.spotify.com/v1/tracks/1oXBMCKtUPI4c2eRHziEMy,https://api.spotify.com/v1/audio-analysis/1oXBMCKtUPI4c2eRHziEMy,180806,4,Sing It Away
511,0.626,0.824,8,-6.64,1,0.0431,0.0534,0.0,0.0206,0.304,125.975,audio_features,7gb3w8xWgszx40JIz0R0NN,spotify:track:7gb3w8xWgszx40JIz0R0NN,https://api.spotify.com/v1/tracks/7gb3w8xWgszx40JIz0R0NN,https://api.spotify.com/v1/audio-analysis/7gb3w8xWgszx40JIz0R0NN,178838,4,Falling Stars
512,0.482,0.71,0,-4.584,0,0.0377,0.238,1.65e-06,0.175,0.24,71.915,audio_features,6oedZ02tyJyBbGmMAnpNdR,spotify:track:6oedZ02tyJyBbGmMAnpNdR,https://api.spotify.com/v1/tracks/6oedZ02tyJyBbGmMAnpNdR,https://api.spotify.com/v1/audio-analysis/6oedZ02tyJyBbGmMAnpNdR,178750,4,Pioneer
513,0.597,0.542,10,-5.385,0,0.0355,0.226,0.0,0.213,0.359,116.033,audio_features,1FIh3B7UJ6UTLiKFJtZnsm,spotify:track:1FIh3B7UJ6UTLiKFJtZnsm,https://api.spotify.com/v1/tracks/1FIh3B7UJ6UTLiKFJtZnsm,https://api.spotify.com/v1/audio-analysis/1FIh3B7UJ6UTLiKFJtZnsm,180744,4,Lighthouse
514,0.6,0.795,11,-4.895,0,0.0279,0.0396,2.49e-05,0.0564,0.719,123.718,audio_features,3YHPxuqHwfYUhoTWoNDwZt,spotify:track:3YHPxuqHwfYUhoTWoNDwZt,https://api.spotify.com/v1/tracks/3YHPxuqHwfYUhoTWoNDwZt,https://api.spotify.com/v1/audio-analysis/3YHPxuqHwfYUhoTWoNDwZt,164316,4,Slow Down
515,0.534,0.719,5,-7.718,0,0.055,0.0812,5.96e-06,0.11,0.309,119.847,audio_features,4EAR7a3MTuT6o54KlNmxMf,spotify:track:4EAR7a3MTuT6o54KlNmxMf,https://api.spotify.com/v1/tracks/4EAR7a3MTuT6o54KlNmxMf,https://api.spotify.com/v1/audio-analysis/4EAR7a3MTuT6o54KlNmxMf,178000,4,LoveWave
516,0.701,0.702,6,-6.149,0,0.051,0.0606,1.47e-06,0.11,0.56,122.939,audio_features,5zyOjtwG43WzgdaLDz5dVK,spotify:track:5zyOjtwG43WzgdaLDz5dVK,https://api.spotify.com/v1/tracks/5zyOjtwG43WzgdaLDz5dVK,https://api.spotify.com/v1/audio-analysis/5zyOjtwG43WzgdaLDz5dVK,238117,4,I Didnt Know
517,0.632,0.891,11,-5.376,0,0.0687,0.0382,0.0,0.106,0.269,127.983,audio_features,6IMHlXaG4aCFWupl9NCZO2,spotify:track:6IMHlXaG4aCFWupl9NCZO2,https://api.spotify.com/v1/tracks/6IMHlXaG4aCFWupl9NCZO2,https://api.spotify.com/v1/audio-analysis/6IMHlXaG4aCFWupl9NCZO2,186000,4,You Are the Only One
518,0.17,0.588,7,-5.812,0,0.0363,0.0047,0.000302,0.306,0.169,205.008,audio_features,1rjlAtGiXwrJE8Tpj4lZ40,spotify:track:1rjlAtGiXwrJE8Tpj4lZ40,https://api.spotify.com/v1/tracks/1rjlAtGiXwrJE8Tpj4lZ40,https://api.spotify.com/v1/audio-analysis/1rjlAtGiXwrJE8Tpj4lZ40,180000,3,I Stand
519,0.481,0.91,10,-3.624,0,0.051,0.0056,5.22e-06,0.0979,0.594,130.011,audio_features,6yj2sEcpIjR0fCHG9geuAZ,spotify:track:6yj2sEcpIjR0fCHG9geuAZ,https://api.spotify.com/v1/tracks/6yj2sEcpIjR0fCHG9geuAZ,https://api.spotify.com/v1/audio-analysis/6yj2sEcpIjR0fCHG9geuAZ,183093,4,Alter Ego
520,0.663,0.548,7,-7.111,1,0.0324,0.483,0.0,0.101,0.502,147.901,audio_features,5lOZLQnj1NRMFW22ojsMjk,spotify:track:5lOZLQnj1NRMFW22ojsMjk,https://api.spotify.com/v1/tracks/5lOZLQnj1NRMFW22ojsMjk,https://api.spotify.com/v1/audio-analysis/5lOZLQnj1NRMFW22ojsMjk,258040,4,Loin dici
521,0.58,0.759,5,-3.125,0,0.0382,0.0526,0.000816,0.138,0.335,95.995,audio_features,0etFNuOi2EMWBCE9EHJg11,spotify:track:0etFNuOi2EMWBCE9EHJg11,https://api.spotify.com/v1/tracks/0etFNuOi2EMWBCE9EHJg11,https://api.spotify.com/v1/audio-analysis/0etFNuOi2EMWBCE9EHJg11,182400,4,Miracle
522,0.614,0.713,7,-5.523,1,0.0387,0.0853,0.0,0.0846,0.637,116.837,audio_features,4Fu0gDPzMqRUvHeMfkh9bj,spotify:track:4Fu0gDPzMqRUvHeMfkh9bj,https://api.spotify.com/v1/tracks/4Fu0gDPzMqRUvHeMfkh9bj,https://api.spotify.com/v1/audio-analysis/4Fu0gDPzMqRUvHeMfkh9bj,203235,4,The Real Thing
523,0.451,0.539,5,-12.399,1,0.0509,0.0338,0.0,0.202,0.31,134.192,audio_features,5IIIR38OtnHnEcMvyOMsOe,spotify:track:5IIIR38OtnHnEcMvyOMsOe,https://api.spotify.com/v1/tracks/5IIIR38OtnHnEcMvyOMsOe,https://api.spotify.com/v1/audio-analysis/5IIIR38OtnHnEcMvyOMsOe,179104,4,Hear Them Calling
524,0.375,0.807,3,-4.731,0,0.0509,0.00356,1.14e-06,0.131,0.18,123.873,audio_features,6t9ECIs2ypkHQQ49VvhA3h,spotify:track:6t9ECIs2ypkHQQ49VvhA3h,https://api.spotify.com/v1/tracks/6t9ECIs2ypkHQQ49VvhA3h,https://api.spotify.com/v1/audio-analysis/6t9ECIs2ypkHQQ49VvhA3h,185720,4,Walk on Water
525,0.675,0.551,1,-7.268,1,0.0665,0.0337,0.0,0.0921,0.518,114.97,audio_features,59YDuvEyFGZaId3dyFu8RN,spotify:track:59YDuvEyFGZaId3dyFu8RN,https://api.spotify.com/v1/tracks/59YDuvEyFGZaId3dyFu8RN,https://api.spotify.com/v1/audio-analysis/59YDuvEyFGZaId3dyFu8RN,176353,4,Heartbeat
526,0.489,0.673,0,-4.924,1,0.0284,0.0884,0.0,0.0831,0.252,83.049,audio_features,1zBK0FGAcAGCxAxO6jC680,spotify:track:1zBK0FGAcAGCxAxO6jC680,https://api.spotify.com/v1/tracks/1zBK0FGAcAGCxAxO6jC680,https://api.spotify.com/v1/audio-analysis/1zBK0FGAcAGCxAxO6jC680,200267,4,Color of Your Life
527,0.573,0.671,1,-4.69,0,0.035,0.163,7.49e-06,0.434,0.447,81.468,audio_features,2eQ5lHSlB4NkWpHPzvhRHJ,spotify:track:2eQ5lHSlB4NkWpHPzvhRHJ,https://api.spotify.com/v1/tracks/2eQ5lHSlB4NkWpHPzvhRHJ,https://api.spotify.com/v1/audio-analysis/2eQ5lHSlB4NkWpHPzvhRHJ,179973,4,The Last of Our Kind
